번호,소속지회,경로당명,주소
293,달서구지회,상인대성스카이렉스,"대구광역시 달서구  월배로183(상인동,상인대성스카이렉스) "
294,달서구지회,성당래미안e편한세상2단지,"대구광역시 달서구  장기로 145(본리동,성당래미안e편한세상) "
295,달서구지회,성서우방유쉘,"대구광역시 달서구  달구벌대로 995(파호동, 성서우방유쉘) "
296,달서구지회,대곡역화성파크드림,"대구광역시 달서구  달서대로 41(유천동,화성파크드림) "
297,달서구지회,본리롯데캐슬1차,"대구광역시 달서구  대명천로 101(본리동, 본리롯데캐슬) "
298,달서구지회,상인중석타운,"대구광역시 달서구  월곡로 291(상인동,중석타운) "
299,달서구지회,성당포스코더샾,"대구광역시 달서구  장기로115(성당동,성당동더샾) "
300,달서구지회,성당래미안e편한세상1단지,"대구광역시 달서구  장기로 189(본리동,래미안e편한세상1) "
301,달서구지회,월성푸르지오,"대구광역시 달서구  조암로6길20(월성동,월성푸르지오) "
302,달서구지회,성당래미안e편한세상3단지,"대구광역시 달서구  장기로 127(성당동,성당래미안e편한세상) "
303,달서구지회,상인역 e편한세상,"대구광역시 달서구 월서로14, 월서로3길15(상인동,상인역e편한세상1,2) "
304,달서구지회,감삼친화,대구광역시 달서구  당산로187(감삼동) 
305,달서구지회,진천태왕아너스,"대구광역시 달서구  상화로5길23(진천동,태왕아너스1단지) "
306,달서구지회,본리 2차롯데캐슬,"대구광역시 달서구  대명천로 119(본리동,2차롯데캐슬) "
307,달서구지회,월배힐스테이트,"대구광역시 달서구  조암남로132(대천동,월배힐스테이트) "
308,달서구지회,성당두산위브,"대구광역시 달서구  당산로82(성당동,두산위브)  "
309,달서구지회,신서,대구광역시 달서구  서당로9길 34-18 (신당동) 
310,달서구지회,상인화성파크드림1단지,"대구광역시 달서구  송현로 7길 10(상인동,화성파크드림1) "
311,달서구지회,상인화성파크드림2단지,"대구광역시 달서구  송현로7길 9(상인동,화성파크드림2) "
312,달서구지회,학산,"대구광역시 달서구  월성로77(월성동,월성주공2) "
313,달서구지회,월성코오롱하늘채2단지,"대구광역시 달서구  조암남로16길20(월성동,코오롱하늘채2단지) "
314,달서구지회,진천역대성스카이렉스 ,"대구광역시 달서구  월배로 80(진천동,진천역대성스카이렉스) "
315,달서구지회,월성 e편한세상,"대구광역시 달서구  조암남로 10(월성동,월성e편한세상) "
316,달서구지회,상인푸르지오,"대구광역시 달서구  상화로 235(상인동, 대구상인푸르지오) "
317,달서구지회,진천태왕아너스2단지,"대구광역시 달서구 상화로 5길 24(진천동, 진천태왕아너스) "
318,달서구지회,월드마크,"대구광역시 달서구 와룡로 169(감삼동,월드마크웨스트엔드) "
319,달서구지회,월성태왕아너스베스트,"대구광역시 달서구  월배로33길 117(월성동, 태왕 아너스 BEST) "
320,달서구지회,진천역계룡리슈빌,"대구광역시 달서구 진천로77(진천동,진천역계룡리슈빌아파트) "
321,달서구지회,성당동 제3,대구광역시 달서구 야외음악당로 2길3(성당동) 
322,달서구지회,상인KCC스위첸,"대구광역시 달서구 월배로39길 26(상인동,상인역KCC스위첸) "
323,달서구지회,이안월배아파트,"대구광역시 달서구  조암남로116(대천동, 이안월배아파트) "
324,달서구지회,진천역AK그랑폴리스,"대구광역시 달서구 월배로 11길 33(유천동,진천역AK그랑폴리스) "
325,달서구지회,가무내,대구광역시 달서구 학산로 19길 55(본동) 
326,달서구지회,대곡역화성파크드림위드,대구광역시 달서구 비슬로2734(대곡동) 
327,달서구지회,월배1차아이파크,"대구광역시 달서구 조암남로182(유천동, 대구월배아이파크) "
328,달서구지회,용산제2,대구광역시 달서구 용산로 205(용산동) 
329,달서구지회,능골,대구광역시 달서구 성서동로60길16(장기동) 
330,달서구지회,월배e편한세상,대구광역시 달서구 월성로132(월성동) 
331,달서구지회,소나무,대구광역시 달서구 송현동4길31(송현동) 
332,달서구지회,감삼제3,대구광역시 달서구 달구벌대로330길 31(감삼동) 
333,달서구지회,월배2차 아이파크,대구광역시 달서구 월배로5길76(유천동) 
334,달서구지회,용전,대구광역시 달서구 와룡로43길66-7(용산동) 
335,달서구지회,협성휴포레월성,대구광역시 달서구 조암로10길11(월성동) 
336,달서구지회,본리,대구광역시 달서구 용산로4안길 23(본리동) 
337,달서구지회,수목원제일풍경채,대구광역시 달서구 갈밭남로12(대곡동) 
338,달서구지회,수목원서한이다음,대구광역시 달서구 한실로6길123(대곡동) 
339,달서구지회,대곡천년나무,대구광역시 달서구 갈밭로33(대곡동) 
340,달서구지회,월성수복정,"대구광역시 달서구 학산로7길 39(월성동, 월성주공3단지아파트) "
341,달서구지회,수목원호정포레스트,대구광역시 달서구 갈밭남로17(대곡동) 
342,달서구지회,월배삼정그린코아포레스트,대구광역시 달서구 조암남로32길40(유천동) 
343,달서구지회,죽전역코오롱하늘채,"대구광역시 달서구 용산로12길77(장기동, 죽전역코오롱하늘채) "
344,달서구지회,월성월드메르디앙,"대구광역시 달서구 조암로6길19(월성동,월성월드메르디앙아파트) "
345,달서구지회,두류파크KCC스위첸,대구광역시 달서구 파도고개로70(두류동) 
346,달서구지회,성서종합사회복지관(성서주공1단지),"대구광역시 달서구 신당로 56(신당동, 성서1단지아파트) "
347,달서구지회,신당종합사회복지관(성서주공3단지),"대구광역시 달서구 신당로 55(신당동, 성서3단지아파트) "
348,달서구지회,본동종합사회복지관(본동복지관경로당),"대구광역시 달서구 송현로 113(송현동, 본동주공1차아파트) "
349,달성군지회,화원읍노인회 경로당,대구광역시 달성군 화원읍 명천로 171  
350,달성군지회,천내1리 경로당,대구광역시 달성군 화원읍 명천로33길 12  
351,달성군지회,천내2리 경로당,대구광역시 달성군 화원읍 인흥길 17-8  
352,달성군지회,천내3리 경로당,대구광역시 달성군 화원읍 명천로19길 29-3  
353,달성군지회,천내4리 경로당(영남아파트),대구광역시 달성군 화원읍 화원로 10  
354,달성군지회,천내5리 경로당(동산아파트),대구광역시 달성군 화원읍 비슬로525길 21  
355,달성군지회,천내6리 경로당(현대연립아파트),대구광역시 달성군 화원읍 비슬로525길 2  
356,달성군지회,천내7리 경로당,대구광역시 달성군 화원읍 비슬로525길 10(천내리 55)  
357,달성군지회,천내8리 경로당(평광2차아파트),대구광역시 달성군 화원읍 비슬로525길 37  
358,달성군지회,천내9리 경로당(우방아파트),대구광역시 달성군 화원읍 화원로 26  
359,달성군지회,천내10리 경로당(에덴아파트),대구광역시 달성군 화원읍 비슬로525길 48  
360,달성군지회,천내11리 경로당(창신아파트),대구광역시 달성군 화원읍 화원로 36   
361,달성군지회,천내12리 경로당(보성아파트),대구광역시 달성군 화원읍 화원로 37  
362,달성군지회,천내13리 경로당,대구광역시 달성군 화원읍 화원로7길 50-21  
363,달성군지회,천내14리 경로당,대구광역시 달성군 화원읍 화원로1길 15-7  
364,달성군지회,천내15리 경로당(한샘타운아파트),대구광역시 달성군 화원읍 사문진로6길 17  
365,달성군지회,천내16리 경로당(태왕리더스아파트),대구광역시 달성군 화원읍 화원로3길 66  
366,달성군지회,천내17리 경로당(화원이진캐스빌),대구광역시 달성군 화원읍 비슬로 2545  
367,달성군지회,구라1리 경로당,대구광역시 달성군 화원읍 구라1길 20  
368,달성군지회,구라3리 경로당,대구광역시 달성군 화원읍 구라1길 85  
369,달성군지회,구라4리 경로당(한우아파트),대구광역시 달성군 화원읍 비슬로 2679  
370,달성군지회,구라5리 경로당(청구청룡아파트),대구광역시 달성군 화원읍 비슬로 2715  
371,달성군지회,구라6리 경로당(삼우청솔아파트),대구광역시 달성군 화원읍 비슬로539길 17  
372,달성군지회,구라7리 경로당(청구청산아파트),대구광역시 달성군 화원읍 비슬로539길 5  
373,달성군지회,구라8리 경로당(래미안),대구광역시 달성군 화원읍 비슬로539길 35  
374,달성군지회,구라9리 경로당(신동아파밀리에),대구광역시 달성군 화원읍 비슬로539길 38  
375,달성군지회,성산1리 경로당,대구광역시 달성군 화원읍 사문진로 319-1  
376,달성군지회,성산2리 경로당,대구광역시 달성군 화원읍 성천로10길 16  
377,달성군지회,성산3리 경로당,대구광역시 달성군 화원읍 사문진로1길 6  
378,달성군지회,성산4리 경로당(대백아파트),대구광역시 달성군 화원읍 성화로6길 5  
379,달성군지회,성산5리 경로당(태왕타운아파트),대구광역시 달성군 화원읍 성화로4길 13  
380,달성군지회,성산6리 경로당(삼주아파트),대구광역시 달성군 화원읍 사문진로 349  
381,달성군지회,설화1리 경로당,대구광역시 달성군 화원읍 류목정길 42  
382,달성군지회,설화2리 경로당(한빛아파트) ,대구광역시 달성군 화원읍 비슬로491길 13  
383,달성군지회,명곡1리 경로당,대구광역시 달성군 화원읍 명곡로22길 12  
384,달성군지회,명곡2리 경로당,대구광역시 달성군 화원읍 비슬로500길 7  
385,달성군지회,명곡3리 경로당(명곡미래빌1단지),대구광역시 달성군 화원읍 명곡로 11  
386,달성군지회,명곡4리 경로당(명곡미래빌2단지),대구광역시 달성군 화원읍 명천로 231  
387,달성군지회,명곡5리 경로당(명곡미래빌3단지),대구광역시 달성군 화원읍 명곡로 30  
388,달성군지회,명곡6리 경로당(명곡미래빌4단지),대구광역시 달성군 화원읍 화암로 120  
389,달성군지회,명곡7리 경로당(명곡미래빌5단지),대구광역시 달성군 화원읍 명천로 243  
390,달성군지회,본리1리 경로당,대구광역시 달성군 화원읍 인흥2길 91  
391,달성군지회,본리2리 경로당,대구광역시 달성군 화원읍 마비정길 268  
392,달성군지회,본리3리 경로당(청탑아파트),대구광역시 달성군 화원읍 비슬로 2674  
393,달성군지회,본리4리 경로당,대구광역시 달성군 화원읍 비슬로532길 27-56  
394,달성군지회,본리5리 경로당(본리그린빌1단지),대구광역시 달성군 화원읍 명천로 57  
395,달성군지회,본리6리 경로당(본리그린빌2단지),대구광역시 달성군 화원읍 성암로 25  
396,달성군지회,논공읍노인회 경로당,대구광역시 달성군 논공읍 비슬로 1778  
397,달성군지회,노이1리 경로당(갈실),대구광역시 달성군 논공읍 노이길 408  
398,달성군지회,노이2리 경로당,대구광역시 달성군 논공읍 노이길 205  
399,달성군지회,노이3리 경로당(연화정),대구광역시 달성군 논공읍 노이1길 47-1  
400,달성군지회,금포1리 경로당,대구광역시 달성군 논공읍 금포새터길 23  
401,달성군지회,금포2리 경로당,대구광역시 달성군 논공읍 비슬로359길 33  
402,달성군지회,금포3리 경로당,대구광역시 달성군 논공읍 봉동길 9-5  
403,달성군지회,금포4리 경로당,대구광역시 달성군 논공읍 비슬로350길 58  
404,달성군지회,금포5리 경로당(우신미가뷰),대구광역시 달성군 논공읍 금포로 75-20  
405,달성군지회,삼리1리 경로당,대구광역시 달성군 논공읍 삼리1길 14  
406,달성군지회,삼리2리 경로당,대구광역시 달성군 논공읍 안씩실길 61-1  
407,달성군지회,삼리3리 경로당,대구광역시 달성군 논공읍 비슬로326길 13  
408,달성군지회,위천1리 경로당,대구광역시 달성군 논공읍 위천1길 6  
409,달성군지회,위천2리 경로당,대구광역시 달성군 논공읍 비슬로306길 1-16  
410,달성군지회,상1리 경로당,대구광역시 달성군 논공읍 걸미1길 29-2  
411,달성군지회,상2리 경로당,대구광역시 달성군 논공읍 중동길 33  
412,달성군지회,하1리 경로당,대구광역시 달성군 논공읍 약산덧재2길 2  
413,달성군지회,하2리 경로당,대구광역시 달성군 논공읍 약산덧재길 218  
414,달성군지회,남1리 경로당,대구광역시 달성군 논공읍 남리길 40-10(남리 656-16)  
415,달성군지회,남2리 경로당,대구광역시 달성군 논공읍 논공로7길 30-9  
416,달성군지회,남3리 경로당,대구광역시 달성군 논공읍 사촌길 16-5  
417,달성군지회,남4리 경로당(삼주아파트),대구광역시 달성군 논공읍 논공로 7길 55  
418,달성군지회,남5리 경로당(경일아파트),대구광역시 달성군 논공읍 논공로9길 39  
419,달성군지회,남6리 경로당(우방연합아파트),대구광역시 달성군 논공읍 논공중앙로22길 36  
420,달성군지회,남7리 경로당(평광4차아파트),대구광역시 달성군 논공읍 남리길 7  
421,달성군지회,남8리 경로당(주공아파트),대구광역시 달성군 논공읍 남리길 48  
422,달성군지회,남9리 경로당(평광행복아파트),대구광역시 달성군 논공읍 논공중앙로22길 12  
423,달성군지회,북1리 경로당,대구광역시 달성군 논공읍 북리2길 10-10  
424,달성군지회,북2리 경로당,대구광역시 달성군 논공읍 논공로15길 20-5  
425,달성군지회,북3리 경로당(평광3차아파트),대구광역시 달성군 논공읍 용호로 6  
426,달성군지회,북4리 경로당(평광1.2차아파트),대구광역시 달성군 논공읍 논공로21길 15  
427,달성군지회,북5리 경로당(청구아파트),대구광역시 달성군 논공읍 논공로7길 73  
428,달성군지회,북6리 경로당,대구광역시 달성군 논공읍 논공로26길 12(서광빌라)  
429,달성군지회,북7리 경로당(성원아파트),대구광역시 달성군 논공읍 논공로23길 14  
430,달성군지회,다사읍노인회 경로당,대구광역시 달성군 다사읍 매곡로 12길 37  
431,달성군지회,매곡1리 경로당,대구광역시 달성군 다사읍 매곡안길 14  
432,달성군지회,매곡2리 경로당,대구광역시 달성군 다사읍 다사로4길 1-16  
433,달성군지회,매곡2리 경로당(연화리),대구광역시 달성군 다사읍 달구벌대로126길 58-1  
434,달성군지회,매곡3리 경로당(동서아파트),대구광역시 달성군 다사읍 왕선로 49  
435,달성군지회,매곡4리 경로당(삼산아파트),대구광역시 달성군 다사읍 달구벌대로 790  
436,달성군지회,매곡5리 경로당(한서꼼빠니아아파트),대구광역시 달성군 다사읍 달구벌대로 802-1  
437,달성군지회,매곡6리 경로당(강창우방아파트),대구광역시 달성군 다사읍 달구벌대로 770  
438,달성군지회,매곡7리 경로당(강창그린빌),대구광역시 달성군 다사읍 달구벌대로 786  
439,달성군지회,매곡8리 경로당(태왕드림아파트),대구광역시 달성군 다사읍 달구벌대로 802  
440,달성군지회,다사주공1단지 경로당,대구광역시 달성군 다사읍 매곡로 14길 13  
441,달성군지회,매곡9리(다사주공2차) 경로당,대구광역시 달성군 다사읍 매곡로 14길 11  
442,달성군지회,매곡10리 경로당(하우젠트아너스빌),"대구광역시 달성군 다사읍 왕선로 26, 101동 706호(하우젠트 아너스빌)  "
443,달성군지회,매곡11리 경로당(죽곡휴먼시아1단지),대구광역시 달성군 다사읍 대실역북로1길6  
444,달성군지회,매곡12리 경로당(동화아이위시),대구광역시 달성군 다사읍 대실역북로 55  
445,달성군지회,매곡13리 경로당(청아람1단지),대구광역시 달성군 다사읍 대실역북로 38  
446,달성군지회,매곡14리 경로당(청아람2단지),대구광역시 달성군 다사읍 대실역북로 26  
447,달성군지회,매곡15리 경로당(e편한세상),대구광역시 달성군 다사읍 다사역로 60  
448,달성군지회,매곡17리 경로당,"대구광역시 달성군 다사읍 대실역북로5길 50-6, 202호  "
449,달성군지회,매곡16리 경로당(한일유앤아이),대구광역시 달성군 다사읍 매곡로4길 9  
450,달성군지회,매곡18리 경로당(청아람푸르지오1단지),대구광역시 달성군 다사읍 대실역북로 16  
451,달성군지회,서재1리 경로당,대구광역시 달성군 다사읍 서재본2길 3  
452,달성군지회,서재2리 경로당,대구광역시 달성군 다사읍 서재로 18길 5  
453,달성군지회,서재3리 경로당(화진금봉아파트),대구광역시 달성군 다사읍 서재로 120  
454,달성군지회,서재4리 경로당(보성1차아파트),대구광역시 달성군 다사읍 서재로 30길 17  
455,달성군지회,서재5리 경로당(보성2차아파트),대구광역시 달성군 다사읍 서재로 30길 7  
456,달성군지회,서재6리 경로당(우방아파트),대구광역시 달성군 다사읍 서재로 28길 39  
457,달성군지회,서재7리 경로당(와룡건영캐스빌아파트),대구광역시 달성군 다사읍 서재로12길 41-16  
458,달성군지회,서재8리 경로당(신성서화성파크드림),대구광역시 달성군 다사읍 서재로27길 42  
459,달성군지회,서재9리 경로당(진흥더블파크),대구광역시 달성군 다사읍 서재로24길 29  
460,달성군지회,서재10리 경로당(서재휴먼시아),대구광역시 달성군 다사읍 서재로 14길 2  
461,달성군지회,서재11리 경로당(동화아이위시1차),대구광역시 달성군 다사읍 서재로12길 38  
462,달성군지회,서재12리 경로당(동화아이위시2차),대구광역시 달성군 다사읍 서재로7길 23  
463,달성군지회,서재13리 경로당(동화아이위시3차),대구광역시 달성군 다사읍 서재로7길 25  
464,달성군지회,죽곡1리 경로당,"대구광역시 달성군 다사읍 달구벌대로174길 18, 에덴빌 B동203호  "
465,달성군지회,죽곡2리 경로당,대구광역시 달성군 다사읍 강정길 30  
466,달성군지회,죽곡3리 경로당(훼밀리아파트),대구광역시 달성군 다사읍 달구벌대로 842-7  
467,달성군지회,죽곡4리 경로당(태성아파트),대구광역시 달성군 다사읍 죽곡2길 6  
468,달성군지회,죽곡5리 경로당(강창하이츠아파트),대구광역시 달성군 다사읍 달구벌대로 812  
469,달성군지회,죽곡6리 경로당(e편한세상),대구광역시 달성군 다사읍 죽곡1길 42  
470,달성군지회,죽곡청아람리슈빌3단지 경로당(죽곡8리),대구광역시 달성군 다사읍 대실역남로 33  
471,달성군지회,죽곡청아람리슈빌4단지 경로당(죽곡9리),대구광역시 달성군 다사읍 대실역남로 35  
472,달성군지회,죽곡청아람푸르지오2단지 경로당(죽곡7리),"대구광역시 달성군 다사읍 대실역남로 93, 죽곡청아람푸르지오2단지 209동  "
473,달성군지회,죽곡11리 경로당(한신휴플러스),대구광역시 달성군 다사읍 대실역남로 50  
474,달성군지회,죽곡12리 경로당(청아람5단지),대구광역시 달성군 다사읍 대실역남로11  
475,달성군지회,죽곡13리 경로당(죽곡협성휴포레),대구광역시 달성군 다사읍 달구벌대로174길 50  
476,달성군지회,문양1리 경로당(용두골),대구광역시 달성군 다사읍 장귀미길 156  
477,달성군지회,문양2리 경로당(아랫서부실),대구광역시 달성군 다사읍 문양역5길 99  
478,달성군지회,문양2리 경로당(장귀미),대구광역시 달성군 다사읍 장귀미길 50  
479,달성군지회,문양2리 경로당(윗서부실),대구광역시 달성군 다사읍 문양역5길 172  
480,달성군지회,이천리 경로당,대구광역시 달성군 다사읍 다사로 69길 72-2   
481,달성군지회,부곡리 경로당(가마실),대구광역시 달성군 다사읍 달구벌대로 109길 8  
482,달성군지회,부곡리 경로당(새터),대구광역시 달성군 다사읍 부곡2길 7-1  
483,달성군지회,달천리 경로당,대구광역시 달성군 다사읍 다사로 494  
484,달성군지회,박곡리 경로당,대구광역시 달성군 다사읍 다사로109길 41  
485,달성군지회,문산리 경로당,대구광역시 달성군 다사읍 달구벌대로 92길 56  
486,달성군지회,세천리 경로당(세천1리),대구광역시 달성군 다사읍 세천본길 18-4  
487,달성군지회,세천2리 경로당(한라비발디),대구광역시 달성군 다사읍 세천로 187  
488,달성군지회,세천3리 경로당(북죽곡엠코타운),대구광역시 달성군 다사읍 세천로 160  
489,달성군지회,세천7리 경로당(제일풍경채프라임),"대구광역시 달성군 다사읍 세천남로 35, 201동  "
490,달성군지회,유가읍노인회 경로당,대구광역시 달성군 유가읍 유가길 25  
491,달성군지회,도의1리 경로당,대구광역시 달성군 유가읍 도의길 193  
492,달성군지회,도의2리 경로당,대구광역시 달성군 유가읍 도의1길 6  
493,달성군지회,도의3리 경로당,대구광역시 달성군 유가읍 도의길 92  
494,달성군지회,한정1리 경로당,대구광역시 달성군 유가읍 달창로26길 115  
495,달성군지회,한정2리 경로당,대구광역시 달성군 유가읍 달창로25길 40  
496,달성군지회,한정3리 경로당,대구광역시 달성군 유가읍 비슬로 34길 12  
497,달성군지회,본말1리 경로당,대구광역시 달성군 유가읍 달창로 440  
498,달성군지회,본말2리 경로당,대구광역시 달성군 유가읍 개실길 68  
499,달성군지회,유곡1리 경로당,대구광역시 달성군 유가읍 유곡길 53  
500,달성군지회,유곡2리 경로당,대구광역시 달성군 유가읍 유가길 49  
501,달성군지회,쌍계1리 경로당,대구광역시 달성군 유가읍 유가북길 46-57  
502,달성군지회,쌍계2리 경로당,대구광역시 달성군 유가읍 테크노순환로 440  
503,달성군지회,쌍계4리 경로당(중흥S클래스),대구광역시 달성군 유가읍 테크노순환로 423  
504,달성군지회,양리 경로당(양1리),대구광역시 달성군 유가읍 휴양림2길 25-5  
505,달성군지회,양2리 경로당,대구광역시 달성군 유가읍 유가사1길 3-3  
506,달성군지회,용봉2리 경로당,대구광역시 달성군 유가읍 용리길 12  
507,달성군지회,용봉3리 경로당(용3리),대구광역시 달성군 유가읍 휴양림길 180-17  
508,달성군지회,가태1리 경로당,대구광역시 달성군 유가읍 가태길 54  
509,달성군지회,가태2리 경로당,대구광역시 달성군 유가읍 구례길 113  
510,달성군지회,초곡리 경로당,대구광역시 달성군 유가읍 유가북길 222  
511,달성군지회,음리 경로당,대구광역시 달성군 유가읍 음동길 79 (음리 110-2)  
512,달성군지회,봉2리 경로당(화성파크드림),대구광역시 달성군 유가읍 테크노북로 165  
513,달성군지회,봉3리 경로당(하나리움 퀸즈파크아파트),대구광역시 달성군 유가읍 테크노북로 164  
514,달성군지회,봉4리 경로당(테크노4단지),대구광역시 달성군 유가읍 테크노상업로 111  
515,달성군지회,봉6리 경로당(진아리채),대구광역시 달성군 유가읍 테크노대로5길 79  
516,달성군지회,봉7리 경로당(남해오네뜨2차),대구광역시 달성군 유가읍 테크노대로5길 57  
517,달성군지회,봉8리 경로당(우미린),대구광역시 달성군 유가읍 테크노북로9길 16  
518,달성군지회,봉9리 경로당(제일풍경채센트럴),대구광역시 달성군 유가읍 테크노대로 165  
519,달성군지회,봉10리 경로당(호반베르디움더클래스),대구광역시 달성군 유가읍 테크노대로5길 80  
520,달성군지회,봉11리 경로당(호반베르디움),대구광역시 달성군 유가읍 테크노대로5길 58  
521,달성군지회,봉12리 경로당(힐데스하임),대구광역시 달성군 유가읍 테크노북로9길 42(힐데스하임)  
522,달성군지회,봉13리 경로당(반도유보라),대구광역시 달성군 유가읍 테크노대로 195  
523,달성군지회,옥포읍노인회 경로당,대구광역시 달성군 옥포읍 비슬로458길 6-2(기세리 267)  
524,달성군지회,본리1리 경로당,대구광역시 달성군 옥포읍 본리로 16길 5  
525,달성군지회,본리2리 경로당,대구광역시 달성군 옥포읍 대방길 5  
526,달성군지회,본리3리 경로당(무지개아파트),대구광역시 달성군 옥포읍 본리로 102  
527,달성군지회,본리4리 경로당(삼환나우빌),대구광역시 달성군 옥포읍 비슬로 447길 11  
528,달성군지회,본리5리 경로당(미진이지비아),대구광역시 달성군 옥포읍 비슬로 447길 56  
529,달성군지회,교항1리 경로당,대구광역시 달성군 옥포읍 다리목중앙길 20  
530,달성군지회,교항2리 경로당,대구광역시 달성군 옥포읍 금계길 44  
531,달성군지회,교항3리 경로당(제림아파트),대구광역시 달성군 옥포읍 교항제림길 10(옥포읍 교항리 1519)  
532,달성군지회,교항4리 경로당(옥포이진캐스빌),대구광역시 달성군 옥포읍 비슬로 2001  
533,달성군지회,교항5리 경로당(대성베르힐4단지),대구광역시 달성군 옥포읍 돌미로 70  
534,달성군지회,교항6리 경로당(대성베르힐6단지),대구광역시 달성군 옥포읍 돌미로8길 19  
535,달성군지회,교항7리 경로당(르상트레빌),"대구광역시 달성군 옥포읍 금계길 12, 705동(대구옥포르상트레빌)  "
536,달성군지회,김흥1리 경로당,대구광역시 달성군 옥포읍 김흥길 66  
537,달성군지회,김흥2리 경로당,대구광역시 달성군 옥포읍 옥포로113길 74  
538,달성군지회,김흥3리 경로당,대구광역시 달성군 옥포읍 능전길 88  
539,달성군지회,반송1리 경로당,대구광역시 달성군 옥포읍 용연사길 35  
540,달성군지회,반송2리 경로당,대구광역시 달성군 옥포읍 반송길 103  
541,달성군지회,강림1리 경로당,대구광역시 달성군 옥포읍 강림1길 41  
542,달성군지회,강림2리 경로당,대구광역시 달성군 옥포읍 시저로 33  
543,달성군지회,강림3리 경로당(옥포허브시티),대구광역시 달성군 옥포읍 비슬로 1941  
544,달성군지회,강림4리 경로당(옥포LH천년나무2단지),대구광역시 달성군 옥포읍 돌미로 51  
545,달성군지회,대구옥포LH천년나무3단지 경로당(강림5리),대구광역시 달성군 옥포읍 돌미로2길 15  
546,달성군지회,신당리 경로당,대구광역시 달성군 옥포읍 신당4길 27  
547,달성군지회,송촌리 경로당,대구광역시 달성군 옥포읍 송촌길 256  
548,달성군지회,간경리 경로당,대구광역시 달성군 옥포읍 간경길 7  
549,달성군지회,기세리 경로당,대구광역시 달성군 옥포읍 옥포로57길 17  
550,달성군지회,현풍읍노인회 경로당,대구광역시 달성군 현풍읍 현풍로 56  
551,달성군지회,상1리 경로당,대구광역시 달성군 현풍읍 현풍동로20길 43-22  
552,달성군지회,상2리 경로당,대구광역시 달성군 현풍읍 현풍동로21길 9  
553,달성군지회,중1리 경로당,대구광역시 달성군 현풍읍 현풍중앙로14길 76  
554,달성군지회,중2리 경로당(학산아파트),대구광역시 달성군 현풍읍 현풍동로 23  
555,달성군지회,중3리 경로당(금성중리타운),"대구광역시 달성군 현풍읍 현풍중앙로14길 85, 가동 103호  "
556,달성군지회,중4리 경로당(제일아파트),"대구광역시 달성군 현풍읍 현풍로24길 6, 101호(제일아파트)  "
557,달성군지회,중6리 경로당(서한이다음),대구광역시 달성군 현풍읍 테크노상업로 33  
558,달성군지회,중7리 경로당(남해오네뜨1차),대구광역시 달성군 현풍읍 테크노북로4길 11  
559,달성군지회,중8리 경로당(테크노폴리스천년나무1단지),대구광역시 달성군 현풍읍 테크노북로2길 10  
560,달성군지회,현풍LH천년나무2단지 경로당(중9리),대구광역시 달성군 현풍읍 테크노북로2길 30  
561,달성군지회,중10리 경로당(제일풍경채더퍼스트),대구광역시 달성군 현풍읍 테크노상업로 49  
562,달성군지회,중11리 경로당(일동미라주),대구광역시 달성군 현풍읍 테크노북로2길 9  
563,달성군지회,부1리 경로당,대구광역시 달성군 현풍읍 현풍중앙로16길 31  
564,달성군지회,부2리 경로당,대구광역시 달성군 현풍읍 현풍동로27길 51  
