번호,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위도,경도,geometry,구군,동
582,대구광역시 중구 대신동 115-30 동산상가,"대구광역시 중구 큰장로26길 65, 동산상가 (대신동)",동산상가,그 밖의 대규모점포,342780.4457,264345.3644,35.8689902585842,128.581726178462,POINT (342780.4457 264345.3644),중구,대신동
583,대구광역시 중구 동성로2가 41번지 8호,대구광역시 중구 국채보상로 지하 580 (동성로2가),(주)대현프리몰 대구점,시장,344058.726,264583.432,35.87086329960003,128.59587792581718,POINT (344058.726 264583.432),중구,동성로2가
584,대구광역시 중구 대신동 115-1 대신지하상가,"대구광역시 중구 국채보상로 지하470, 대신지하상가 (대신동)",대신지하상가,그 밖의 대규모점포,342797.3745,264457.4201,35.8693079008823,128.582315399953,POINT (342797.3745 264457.4201),중구,대신동
585,대구광역시 중구 태평로1가 1번지 186호,대구광역시 중구 태평로 177-2 (태평로1가),번개시장,그 밖의 대규모점포,344182.4874,265065.5351,35.87518835884166,128.59733489608868,POINT (344182.4874 265065.5351),중구,태평로1가
586,대구광역시 중구 남산동 2466번지 1   호,,보성황실시장,그 밖의 대규모점포,,,35.860196204561,128.581277865884,POINT EMPTY,중구,남산동
587,대구광역시 중구 덕산동 88 반월당역,"대구광역시 중구 달구벌대로 지하 2100, 반월당역 (덕산동)",메트로센터,그 밖의 대규모점포,343820.4077,264018.8761,35.8658738964292,128.592985536696,POINT (343820.4077 264018.8761),중구,덕산동
588,"대구광역시 중구 삼덕동1가 15-1, 3",대구광역시 중구 동성로3길 35 (삼덕동1가),흥구삼덕빌딩,전문점,344203.8918,264147.0647,35.866910738852305,128.59740585599712,POINT (344203.8918 264147.0647),중구,삼덕동
589,대구광역시 중구 덕산동 53-3 동아쇼핑,"대구광역시 중구 달구벌대로 2085, 동아쇼핑 (덕산동)",동아쇼핑점,쇼핑센터,343705.561,264056.6309,35.8662064020823,128.591817679241,POINT (343705.561 264056.6309),중구,덕산동
590,대구광역시 중구 계산동2가 200 현대백화점,대구광역시 중구 달구벌대로 2077 (계산동2가),현대백화점 대구점,복합쇼핑몰,343588.7356,264119.0108,35.8668325627172,128.590630661135,POINT (343588.7356 264119.0108),중구,계산동
591,대구광역시 중구 남산4동 2971번지 11호,대구광역시 중구 달구벌대로 1936 (남산동),롯데쇼핑(주) 롯데슈퍼남산점,구분없음,342303.1235,263634.2945,35.86256883139329,128.57627661932185,POINT (342303.1235 263634.2945),중구,남산4동
592,대구광역시 달성군 현풍읍 원교리 113번지,대구광역시 달성군 현풍읍 현풍로10길 74,(주)서원유통 탑마트 현풍점,대형마트,330601.3358,244543.5524,35.6921053923058,128.445128288454,POINT (330601.3358 244543.5524),달성군,현풍읍
593,대구광역시 달성군 유가읍 봉리 619번지 테크노폴리스 M스퀘어+,"대구광역시 달성군 유가읍 테크노상업로 120, 테크노폴리스 M스퀘어+",M SQUARE +,쇼핑센터,332209.6782,244660.4045,35.6929961179415,128.462927258184,POINT (332209.6782 244660.4045),달성군,유가
594,대구광역시 중구 동인동4가 460호,,중앙시장,그 밖의 대규모점포,,,,,POINT EMPTY,중구,동인동
595,대구광역시 중구 봉산동 127번지 1호 외,"대구광역시 중구 달구벌대로 지하 2160 (봉산동,외)",메트로프라자,그 밖의 대규모점포,344083.4887,263931.2059,35.864983768958325,128.59603427163245,POINT (344083.4887 263931.2059),중구,봉산동
596,대구광역시 중구 대신동 2105번지,대구광역시 중구  큰장로26길  25 (대신동),서문시장2지구종합상가,그 밖의 대규모점포,342582.198,264326.5581,35.8688980919102,128.579519716465,POINT (342582.198 264326.5581),중구,대신동
597,대구광역시 중구 남산동 3006 반월당효성해링턴플레이스,"대구광역시 중구 중앙대로66길 20 (남산동, 반월당효성해링턴플레이스)",탑마트 대구점,대형마트,343902.0801,263530.8099,35.8613814900115,128.593911094088,POINT (343902.0801 263530.8099),중구,남산동
598,대구광역시 남구 대명동 959번지 1호,대구광역시 남구 대명로 116 (대명동),홈플러스(주)남대구점,대형마트,341799.0168,261012.251,35.83901954621881,128.57023196914565,POINT (341799.0168 261012.251),남구,대명동
935,대구광역시 중구 동산동 562호,대구광역시 중구 달성로 18 (동산동),베네시움,그 밖의 대규모점포,342873.7088,264097.4821,35.8667295528512,128.582704646312,POINT (342873.7088 264097.4821),중구,동산동
936,대구광역시 중구 덕산동 38호,대구광역시 중구 종로 8 (덕산동),덕산시장,그 밖의 대규모점포,343755.7269,264103.2497,35.8665896480953,128.592457497653,POINT (343755.7269 264103.2497),중구,덕산동
937,대구광역시 중구 동인동4가 460호,,동국철물시장,그 밖의 대규모점포,,,,,POINT EMPTY,중구,동인동
938,대구광역시 중구 교동 67-12 교동시장,"대구광역시 중구 교동길 40, 교동시장 (교동)",교동시장,그 밖의 대규모점포,344114.1962,264837.5817,35.8731461889265,128.596584120913,POINT (344114.1962 264837.5817),중구,교동
939,대구광역시 중구 대봉동 55번지 61  호,,대구맨션마켓,그 밖의 대규모점포,,,,,POINT EMPTY,중구,대봉동
940,대구광역시 중구 대신동 115번지 400 호,,서문시장제5지구시장,그 밖의 대규모점포,,,35.8681409498908,128.578436647962,POINT EMPTY,중구,대신동
942,대구광역시 중구 대신동 115-379 서문시장 1지구,"대구광역시 중구 큰장로28길 10, 서문시장 1지구 (대신동)",서문시장제1지구포목시장,그 밖의 대규모점포,342609.2261,264390.3521,35.8693644271198,128.579849157629,POINT (342609.2261 264390.3521),중구,대신동
943,대구광역시 중구 대신동 115번지 377 호,,서문시장제4지구시장,그 밖의 대규모점포,,,35.8694501635708,128.580729817332,POINT EMPTY,중구,대신동
944,대구광역시 중구 남산동 698번지 22  호,,남문시장,그 밖의 대규모점포,,,35.8609895778292,128.591927217326,POINT EMPTY,중구,남산동
1581,대구광역시 수성구 범어동 2291 수성 범어W,"대구광역시 수성구 달구벌대로 2436, 1층 110~112호 (범어동, 수성 범어W)",GS THE FRESH 대구범어역점,구분없음,,,35.8579241690404,128.628708968141,POINT EMPTY,수성구,범어동
1583,대구광역시 동구 신암동 139-69 동대구역센텀화성파크드림아파트,"대구광역시 동구 아양로 133, 301동 101호~105호 (신암동, 동대구역센텀화성파크드림아파트)",GS THE FRESH 대구파크드림점,대형마트,346871.644,266386.0107,35.8869552572989,128.628082171223,POINT (346871.644 266386.0107),동구,신암동
1631,대구광역시 북구 동천동 894번지 1호,대구광역시 북구 동암로 90 (동천동),세븐밸리,그 밖의 대규모점포,340718.2536,272659.9751,35.94411062933499,128.56033003944103,POINT (340718.2536 272659.9751),북구,동천동
1756,대구광역시 동구 신천동 353-1,"대구광역시 동구 화랑로 33, 301동 113호~117호 (신천동)",GS THE FRESH 대구화랑로점,대형마트,347242.9847,264478.8084,35.8695038508674,128.631089588375,POINT (347242.9847 264478.8084),동구,신천동
1764,대구광역시 중구 수창동 178 대구역 제일풍경채 위너스카이,"대구광역시 중구 달성로26길 70, 상가동 106호, 108~110호 (수창동, 대구역 제일풍경채 위너스카이)",GS THE FRESH 대구역풍경채점,구분없음,,,35.8749505976697,128.586079550509,POINT EMPTY,중구,수창동
2059,대구광역시 동구 율하동 1418,대구광역시 동구 안심로22길 60-23 (율하동),(주)이마트에브리데이 율하점,구분없음,352986.5914,263876.4746,35.8629244208641,128.694518946113,POINT (352986.5914 263876.4746),동구,율하동
2179,대구광역시 달성군 구지면 응암리 1251 대구국가산단 반도유보라 아이비파크 2,"대구광역시 달성군 구지면 국가산단북로60길 59, 131동 지하1층 101~112호 (대구국가산단 반도유보라 아이비파크 2)",롯데프레시 대구구지점,쇼핑센터,328501.3843,240739.9385,35.6579129495383,128.421739747487,POINT (328501.3843 240739.9385),달성군,구지면
2567,대구광역시 달서구 월성동 682 월성 삼정그린코아 에듀파크,"대구광역시 달서구 월성로 100, 501동 107,108,109,110호 (월성동, 월성 삼정그린코아 에듀파크)",GS THE FRESH 월성삼정점,구분없음,337668.1555,259973.0326,35.83024491297722,128.52434742525517,POINT (337668.1555 259973.0326),달서구,월성동
2847,대구광역시 수성구 노변동 452-2,대구광역시 수성구 노변공원로 85 (노변동),GS THE FRSH(대구노변점),구분없음,353394.6185,260767.9427,35.8346073415157,128.698361578908,POINT (353394.6185 260767.9427),수성구,노변동
2852,대구광역시 수성구 노변동 452-2,대구광역시 수성구 노변공원로 85 (노변동),GS THE FRESH(대구노변점),구분없음,353394.6185,260767.9427,35.8346073415157,128.698361578908,POINT (353394.6185 260767.9427),수성구,노변동
2853,대구광역시 북구 산격동 1668호,대구광역시 북구 유통단지로14길 22 (산격동),대구종합유통단지 일반의류관,그 밖의 대규모점포,345320.3323,268402.3727,35.9052898245815,128.610384064784,POINT (345320.3323 268402.3727),북구,산격동
2854,대구광역시 북구 칠성동2가 20-1호,,스펙트럼시티,그 밖의 대규모점포,,,,,POINT EMPTY,북구,칠성동
2855,대구광역시 북구 동천동 968호,대구광역시 북구 동암로12길 8 (동천동),삼성테스코(주)홈프러스 칠곡점,대형마트,340320.7227,272735.6757,35.9448282847914,128.555911273392,POINT (340320.7227 272735.6757),북구,동천동
2856,대구광역시 북구 칠성동2가 378번지 23호,대구광역시 북구 중앙대로 543 (칠성동2가),홈프러스대구점,대형마트,344041.4936,265698.7897,35.88091405483575,128.59588855529094,POINT (344041.4936 265698.7897),북구,칠성동
2857,대구광역시 북구 관음동 1369번지 1호,대구광역시 북구 관음로 43 (관음동),한국까르푸(주) 강북점,그 밖의 대규모점포,338898.1578,271593.8975,35.9353392013894,128.540466117707,POINT (338898.1578 271593.8975),북구,관음동
2858,대구광역시 북구 관음동 1369번지 1호,대구광역시 북구 관음로 43 (관음동),한국까르푸칠곡점,대형마트,338898.1578,271593.8975,35.9353392013894,128.540466117707,POINT (338898.1578 271593.8975),북구,관음동
2859,대구광역시 북구 산격동 1817호,대구광역시 북구 검단로 97 (산격동),코스트코홀세일,대형마트,346013.6515,268532.1899,35.9062798581929,128.618081224985,POINT (346013.6515 268532.1899),북구,산격동
2881,대구광역시 서구 내당4동 308번지 11호 삼익뉴타운아파트 지하상가동,"대구광역시 서구 평리로 236 (내당동,삼익뉴타운아파트 지하상가동)",롯데쇼핑(주) 롯데슈퍼 내당점,복합쇼핑몰,339846.0304,263397.3231,35.860787341608564,128.5490409981832,POINT (339846.0304 263397.3231),서구,내당4동
2882,대구광역시 서구 내당동 호 965,,롯데쇼핑(주)마그넷서대구점,대형마트,,,,,POINT EMPTY,서구,내당동
2883,대구광역시 서구 내당동 65-8호,,(주)서원유통 탑마트대구점,대형마트,,,,,POINT EMPTY,서구,내당동
2884,대구광역시 서구 비산동 1612-3번지 9호,,월마트비산점,그 밖의 대규모점포,,,,,POINT EMPTY,서구,비산동
2885,대구광역시 서구 내당동 65-8호,,(주)서원유통 탑마트대구점,그 밖의 대규모점포,,,,,POINT EMPTY,서구,내당동
2886,대구광역시 서구 내당동 965호,대구광역시 서구 달서로 42 (내당동),롯데쇼핑(주)롯데마트 서대구점,그 밖의 대규모점포,341860.4196,264004.4593,35.8661751006667,128.571440454931,POINT (341860.4196 264004.4593),서구,내당동
2887,대구광역시 서구 비산동 1612번지 3호,,(주)신세계마트이마트 비산점,대형마트,,,,,POINT EMPTY,서구,비산동
2888,대구광역시 동구 검사동 908번지 5호,,까르푸 동촌 하이퍼마켓,대형마트,349426.8054,266377.8548,35.88622531154859,128.655629714868,POINT (349426.8054 266377.8548),동구,검사동
2889,대구광역시 달서구 두류동 1216번지 1   호,,서대구시장,그 밖의 대규모점포,,,35.8606374338261,128.570946541617,POINT EMPTY,달서구,두류동
2890,대구광역시 달서구 본동 881호,대구광역시 달서구 와룡로5길 20 (본동),주식회사지마트(G-MART),대형마트,338678.7973,260540.3643,35.8352417455198,128.535600001593,POINT (338678.7973 260540.3643),달서구,본동
2891,대구광역시 달서구 감삼동 521호,,메이드아울렛,대형마트,338560.6949,261656.2406,35.8452250813298,128.534656661039,POINT (338560.6949 261656.2406),달서구,감삼동
2916,대구광역시 중구 덕산동 88호 번지외,,메트로센터,그 밖의 대규모점포,343820.4077,264018.8761,35.8658738964292,128.592985536696,POINT (343820.4077 264018.8761),중구,덕산동
2945,대구광역시 중구 동인동2가 470-2호,,(주)동부시장,그 밖의 대규모점포,,,,,POINT EMPTY,중구,동인동
2946,대구광역시 중구 동인동4가 460호,,동부시장,그 밖의 대규모점포,,,,,POINT EMPTY,중구,동인동
3024,대구광역시 북구 칠성동2가 378번지 23호,대구광역시 북구 중앙대로 543 (칠성동2가),홈플러스 대구점,그 밖의 대규모점포,344041.4936,265698.7897,35.88091405483575,128.59588855529094,POINT (344041.4936 265698.7897),북구,칠성동
3191,대구광역시 북구 칠성동2가 725번지,대구광역시 북구 호암로 1 (칠성동2가),롯데쇼핑(주)롯데마트 칠성점,대형마트,343627.714,265993.9842,35.8838650608351,128.59109339633,POINT (343627.714 265993.9842),북구,칠성동
3192,대구광역시 북구 동천동 927번지,대구광역시 북구 대천로17길 5 (동천동),롯데쇼핑(주)롯데슈퍼동천점,그 밖의 대규모점포,340547.7808,271944.9397,35.9377302141945,128.558327052149,POINT (340547.7808 271944.9397),북구,동천동
3193,대구광역시 북구 동천동 876번지 5호,대구광역시 북구 동천로 5-7 (동천동),롯데프레시 대구칠곡가맹점,그 밖의 대규모점포,340486.8731,271332.9202,35.9321627520608,128.557837708614,POINT (340486.8731 271332.9202),북구,동천동
3237,대구광역시 달서구 감삼동 69번지 8호,대구광역시 달서구 달구벌대로 1599 (감삼동),롯데쇼핑(주)롯데슈퍼 감삼점,대형마트,339153.8927,262422.7127,35.8524180592546,128.541240818714,POINT (339153.8927 262422.7127),달서구,감삼동
3238,대구광역시 달서구 진천동 731번지 13호,대구광역시 달서구 상화로 33 (진천동),롯데쇼핑(주)롯데슈퍼 대구진천점,대형마트,337191.3458,257587.9947,35.7943890422154,128.530124847323,POINT (337191.3458 257587.9947),달서구,진천동
3239,대구광역시 달서구 상인동 1475번지,"대구광역시 달서구 상화북로 160, A동 101호 (상인동, 백조아파트상가)",(주)지에스리테일 GS수퍼 대구상인점,대형마트,,,35.8106138932528,128.540629813406,POINT EMPTY,달서구,상인동
3240,대구광역시 달서구 상인동 1595번지,"대구광역시 달서구 조암남로 17, 101~103호 (상인동)",(주)지에스리테일 GS수퍼 대구월서점,대형마트,338300.7451,259066.1237,35.8220378894228,128.531074109707,POINT (338300.7451 259066.1237),달서구,상인동
3241,대구광역시 달서구 월성동 273번지 4호,"대구광역시 달서구 월성로 42, 115호 117호 (월성동)",(주)지에스리테일 GS수퍼 월성점,대형마트,338254.8885,260132.208,35.8324469380722,128.530447885264,POINT (338254.8885 260132.208),달서구,월성동
3242,대구광역시 달서구 감삼동 507번지 1호,대구광역시 달서구 장기로 238 (감삼동),(주)이마트에브리데이 감삼동점,대형마트,338567.0665,261520.851,35.84406322153188,128.53456060854293,POINT (338567.0665 261520.851),달서구,감삼동
3243,대구광역시 서구 중리동 26번지 1호 중리롯데캐슬아파트 상가,"대구광역시 서구 국채보상로34길 12 (중리동,중리롯데캐슬아파트 상가)",홈플러스 익스프레스 중리점,대형마트,339735.1027,264105.4131,35.867182471723794,128.54793726089102,POINT (339735.1027 264105.4131),서구,중리
3244,대구광역시 동구 지묘동 327번지 팔공보성2차아파트 208동,,팔공보성2차상가아파트,시장,348108.8842,272394.0029,35.9405785276716,128.64248885535,POINT (348108.8842 272394.0029),동구,지묘동
3245,대구광역시 동구 지저동 770번지 3호,대구광역시 동구 해동로 30 (지저동),롯데슈퍼 지저점,쇼핑센터,347754.9547,267380.6028,35.89551234310023,128.63730745822622,POINT (347754.9547 267380.6028),동구,지저동
3246,대구광역시 동구 율하동 1431번지,대구광역시 동구 안심로22길 60-1 (율하동),롯데슈퍼 율하점,쇼핑센터,353326.3451,263851.3576,35.8625502377062,128.698260242617,POINT (353326.3451 263851.3576),동구,율하동
3247,대구광역시 달서구 월성1동 89번지 2호,대구광역시 달서구 학산로 17 (월성동),홈플러스(주)익스프레스 월성점,대형마트,338293.8616,259678.7142,35.82750538102912,128.5312188749874,POINT (338293.8616 259678.7142),달서구,월성1동
3248,대구광역시 동구 신암2동 1286번지 4호,대구광역시 동구 신암로16길 7 (신암동),DISCOUNT STORE 신암점,쇼핑센터,345290.7816,265401.0546,35.87804739219424,128.6096638137671,POINT (345290.7816 265401.0546),동구,신암2동
3249,대구광역시 달서구 감삼동 521번지,대구광역시 달서구 와룡로 143 (감삼동),(주)이마트 감삼점,대형마트,338560.6949,261656.2406,35.8452250813298,128.534656661039,POINT (338560.6949 261656.2406),달서구,감삼동
3250,대구광역시 달서구 이곡동 1196번지 3호,대구광역시 달서구 계대동문로 102 (이곡동),홈플러스(주) 익스프레스 이곡점,대형마트,335728.2735,262684.1655,35.8550929150724,128.502476231809,POINT (335728.2735 262684.1655),달서구,이곡동
3251,대구광역시 달서구 상인1동 518번지 2호,대구광역시 달서구 월곡로 219 (상인동),홈플러스(주) 익스프레스 대구월촌점,대형마트,339246.9945,258241.3607,35.81442116569195,128.54151303764095,POINT (339246.9945 258241.3607),달서구,상인1동
3252,대구광역시 수성구 범어동 792번지 43호,대구광역시 수성구 동대구로59길 14-19 (범어동),범어시장,시장,346578.1394,263225.7216,35.858258465587355,128.62351461967182,POINT (346578.1394 263225.7216),수성구,범어동
3253,대구광역시 수성구 지산동 1199번지 10호,대구광역시 수성구 용학로42길 9 (지산동),지산목련시장,그 밖의 대규모점포,347420.4001,259103.974,35.8211619679621,128.631758276334,POINT (347420.4001 259103.974),수성구,지산동
3254,대구광역시 수성구 황금동 837호,대구광역시 수성구 동대구로29길 24 (황금동),대자연시장,시장,346561.7614,261625.0521,35.8437317555221,128.622954548331,POINT (346561.7614 261625.0521),수성구,황금동
3255,대구광역시 수성구 만촌동 881호,대구광역시 수성구 교학로5길 92-5 (만촌동),만촌중앙시장,그 밖의 대규모점포,,,,,POINT EMPTY,수성구,만촌동
3256,대구광역시 수성구 범어동 559-5호,,대백가구본점,대형마트,,,,,POINT EMPTY,수성구,범어동
3257,대구광역시 수성구 범어동 559번지 5   호,,대백동점,그 밖의 대규모점포,,,,,POINT EMPTY,수성구,범어동
3258,대구광역시 수성구 수성동4가 1090-8호,,수성하이츠쇼핑몰,그 밖의 대규모점포,,,,,POINT EMPTY,수성구,수성동
3260,"대구광역시 수성구 만촌동 1356-5, 1343-3호",대구광역시 수성구 동원로 136 (만촌동),(주)이마트만촌점,대형마트,347499.572,264675.115,35.871177665371675,128.63397956064924,POINT (347499.572 264675.115),수성구,만촌동
3261,대구광역시 수성구 만촌동 1356번지 5호,대구광역시 수성구 동원로 136 (만촌동),(주)신세계이마트만촌점,대형마트,347757.9856,264692.7442,35.8709430437484,128.634027465405,POINT (347757.9856 264692.7442),수성구,만촌동
3262,대구광역시 수성구 신매동 566번지 3호,대구광역시 수성구 고산로 101 (신매동),월마트코리아(주)시지점,대형마트,353893.9053,261327.1329,35.8405567761363,128.704147836174,POINT (353893.9053 261327.1329),수성구,신매동
3263,대구광역시 수성구 신매동 566번지 3호,대구광역시 수성구 고산로 101 (신매동),(주)이마트 시지점,전문점,353893.9053,261327.1329,35.8405567761363,128.704147836174,POINT (353893.9053 261327.1329),수성구,신매동
3264,대구광역시 수성구 지산2동 1160번지 74호,대구광역시 수성구 지범로 59 (지산동),롯데쇼핑(주) 롯데슈퍼 지산2동점,구분없음,347202.2479,259665.9237,35.82641598465,128.62907616868,POINT (347202.2479 259665.9237),수성구,지산2동
3265,대구광역시 수성구 범물1동 1334번지 1호,대구광역시 수성구 지범로 190 (범물동),(주)지에스리테일 GS수퍼 대구범물점,구분없음,348134.9868,259096.4533,35.82082473263176,128.63997828610428,POINT (348134.9868 259096.4533),수성구,범물1동
3266,"대구광역시 수성구 신매동 30번지 5호 시지효성백년가약1단지 301동 130,1호","대구광역시 수성구 달구벌대로 3280, 301동 130,131,132,133,134호 (신매동, 시지효성백년가약1단지아파트)",(주)대구백화점 디마켓 프라임,구분없음,354859.8784,260997.4364,35.8360327374048,128.713303434091,POINT (354859.8784 260997.4364),수성구,신매동
3267,대구광역시 수성구 대흥동 504번지,대구광역시 수성구 유니버시아드로 140 (대흥동),홈플러스 대구스타디움점,대형마트,352335.045,260158.7502,35.8277910771265,128.685163996759,POINT (352335.045 260158.7502),수성구,대흥동
3268,대구광역시 수성구 수성동3가 57번지 롯데캐슬 101동,"대구광역시 수성구 명덕로 455 (수성동3가,롯데캐슬 101동)",롯데쇼핑(주)롯데슈퍼 수성캐슬점,구분없음,346260.2374,262934.15,35.8556069787821,128.619918738439,POINT (346260.2374 262934.15),수성구,수성동
3269,대구광역시 수성구 지산1동 1297번지 3호 지산서한이다음아파트 상가 409동,"대구광역시 수성구 용학로 313, 409동 (지산동,지산서한이다음아파트 상가)",롯데쇼핑(주) 롯데슈퍼 대구지산점,구분없음,348304.2647,259445.1711,35.8245043371489,128.642419153677,POINT (348304.2647 259445.1711),수성구,지산1동
3321,대구광역시 중구 동성로2가 125호,대구광역시 중구 동성로 17 (동성로2가),프라이비트 대구점,그 밖의 대규모점포,343957.8944,264325.1302,35.8685288608203,128.594749966344,POINT (343957.8944 264325.1302),중구,동성로2가
3322,대구광역시 중구 동성로2가 88번지 22호,대구광역시 중구 동성로 39 (동성로2가),한일밀라노존,전문점,344009.2409,264537.6112,35.87045777044007,128.5953219290188,POINT (344009.2409 264537.6112),중구,동성로2가
3323,대구광역시 중구 동문동 20번지 4호 외 6필지,"대구광역시 중구 경상감영길 171 (동문동,외 6필지)",동아아울렛 동문본점,백화점,344148.352,264812.3537,35.87291247585196,128.59691130723883,POINT (344148.352 264812.3537),중구,동문동
3324,대구광역시 중구 사일동 15번지 1호 동성로파티,대구광역시 중구 국채보상로 585 (사일동),동성로 파티,쇼핑센터,343932.1884,264630.9449,35.871309926198414,128.59448590721536,POINT (343932.1884 264630.9449),중구,사일동
3325,대구광역시 남구 대명동 1647-3호,대구광역시 남구 두류공원로 55 (대명동),홀마트,대형마트,341891.2798,261372.7777,35.842254245756074,128.57131679726544,POINT (341891.2798 261372.7777),남구,대명동
3326,대구광역시 남구 대명동 959번지 1호,대구광역시 남구 대명로 116 (대명동),필마트,대형마트,341799.0168,261012.251,35.83901954621881,128.57023196914565,POINT (341799.0168 261012.251),남구,대명동
3407,대구광역시 중구 공평동 55번지 54  호,대구광역시 중구 동성로6길 36 (공평동),이스테이션,그 밖의 대규모점포,344182.1176,264325.5051,35.868553746633,128.597237728921,POINT (344182.1176 264325.5051),중구,공평동
3409,대구광역시 중구 동성로2가 88-22호,,한일밀라노존,전문점,,,,,POINT EMPTY,중구,동성로2가
3410,대구광역시 중구 문화동 11번지 1호,대구광역시 중구 국채보상로 611 (문화동),대구밀리오레,그 밖의 대규모점포,344223.6365,264597.6111,35.87096679489057,128.5977058069242,POINT (344223.6365 264597.6111),중구,문화동
3887,"대구광역시 수성구 대흥동 504번지 지하2층, 지상1층",대구광역시 수성구 유니버시아드로 140 (대흥동),칼라스퀘어,쇼핑센터,352335.045,260158.7502,35.8277910771265,128.685163996759,POINT (352335.045 260158.7502),수성구,대흥동
3895,대구광역시 중구 삼덕동1가 5번지 2   호,대구광역시 중구 동성로5길 25 (삼덕동1가),유플러스,전문점,344075.9536,264266.2161,35.8679321282665,128.596018274953,POINT (344075.9536 264266.2161),중구,삼덕동
4044,대구광역시 북구 서변동 899-1,대구광역시 북구 호국로51길 35 (서변동),롯데쇼핑(주)롯데슈퍼 대구서변점,구분없음,343888.6287,270482.9925,35.9242394238867,128.595003420661,POINT (343888.6287 270482.9925),북구,서변동
4068,대구광역시 수성구 신매동 30-5 시지 효성 백년가약 1단지,"대구광역시 수성구 달구벌대로 3280 (신매동, 시지 효성 백년가약 1단지)",GS THE FRESH(대구사월역점),구분없음,354859.8784,260997.4364,35.8360327374048,128.713303434091,POINT (354859.8784 260997.4364),수성구,신매동
4074,대구광역시 수성구 범어동 2262,대구광역시 수성구 범어천로 214 (범어동),범어더리브스퀘어,그 밖의 대규모점포,346156.2361,263891.0102,35.8641514066566,128.619077355953,POINT (346156.2361 263891.0102),수성구,범어동
4094,대구광역시 수성구 신매동 566-3 시지 코오롱하늘채 스카이뷰,"대구광역시 수성구 고산로 101, 시지 코오롱하늘채 스카이뷰 1-14,15.16호 (신매동)",롯데슈퍼 대구신매 가맹점,구분없음,353893.9053,261327.1329,35.8405567761363,128.704147836174,POINT (353893.9053 261327.1329),수성구,신매동
4097,대구광역시 북구 노원동3가 1022호,대구광역시 북구 팔달로35길 69 (노원동3가),노원휴먼프라자,그 밖의 대규모점포,341718.4577,266864.9019,35.8920849070364,128.57017317652,POINT (341718.4577 266864.9019),북구,노원동
4103,대구광역시 서구 비산동 1612번지 3호 외9필지,,월마트 비산점,대형마트,,,,,POINT EMPTY,서구,비산동
