약국명,주소,위도,경도
팔달온누리약국,"대구광역시 북구 팔달로 163, 1층 (노원동3가)",35.8890786943,128.5678419496
튼튼약국,"대구광역시 북구 학정로106길 10, 1층 (학정동)",35.9517472408,128.566568628
희약국,"대구광역시 북구 한강로4길 9, 106호 (사수동)",35.8960791074,128.5145506569
침산열린약국,"대구광역시 북구 침산남로 138, 1층 (침산동)",35.888156592,128.5906901277
인덕약국,"대구광역시 북구 팔거천동로 36, 1층 (구암동)",35.9279618137,128.5526778381
들꽃약국,"대구광역시 북구 학정로 415, 2층 201호 (동천동, 메가타운)",35.9418455247,128.562984193
매천약국,"대구광역시 북구 매전로 78, 1층 (태전동)",35.9125856803,128.5468454108
동천맑은약국,"대구광역시 북구 팔거천동로 213, 1층 (동천동)",35.9429942775,128.5577390313
금빛약국,"대구광역시 북구 내곡로 38, 103호 (사수동)",35.8989885902,128.5098975173
한성약국,대구광역시 북구 칠곡중앙대로 461 (관음동),35.9370132425,128.5488058237
소은약국,대구광역시 북구 대현남로6길 29 (대현동),35.8801159379,128.61010664
열린약국,"대구광역시 북구 동북로 345, 401동 107호 (복현동, 복현푸르지오아파트)",35.8925890168,128.6273480083
푸른동변약국,"대구광역시 북구 동변로 91, 1층 (동변동)",35.9210140684,128.6031080715
즐거운약국,"대구광역시 북구 팔달로 149, 1층 (노원동3가)",35.8893677257,128.5664307069
손약국위드팜손약국,"대구광역시 북구 호국로 807-45, B동 1층 (학정동)",35.9550713212,128.5653140263
체리약국,"대구광역시 북구 복현로 50, 112동 2층 208-1호 (복현동, 복현블루밍브라운스톤 명문세가아파트)",35.8975296945,128.6247378287
오케이한샘약국,"대구광역시 북구 칠곡중앙대로 435, 1층 (관음동)",35.9346505204,128.5483256982
봄약국,"대구광역시 북구 칠곡중앙대로 519, 1층 (읍내동)",35.9421311067,128.5502418068
해뜨는 약국,"대구광역시 북구 동천로 121, 1층 (동천동)",35.9423577518,128.5603442305
칠곡푸른약국,"대구광역시 북구 칠곡중앙대로 427, 1층 (관음동)",35.9339151304,128.5483303021
편안약국,"대구광역시 북구 칠곡중앙대로 393, 3층 (태전동)",35.9308996288,128.5478144395
으뜸약국,"대구광역시 북구 대현남로 42, 1층 (대현동)",35.8817438784,128.6077164803
박약국,"대구광역시 북구 호암로 20, 126동 110호 (칠성동2가, 성광우방타운)",35.8826629401,128.5920247429
진성한약국,"대구광역시 북구 학정로 430, 센츄럴비즈니스빌딩 2층 204호 (구암동)",35.9430004425,128.5640547123
정약국,"대구광역시 북구  침산남로19길  2, 1층 (침산동)",35.8894265038,128.5869152149
힐링약국,"대구광역시 북구 한강로6길 14-1, 1층 103호 (사수동)",35.8960897857,128.5149757052
대도약국,"대구광역시 북구 산격로 24, 1층 (산격동)",35.8926725263,128.6054133375
바다약국,"대구광역시 북구 칠곡중앙대로 573, 1층 (읍내동)",35.9468321256,128.5509563613
강북조은약국,"대구광역시 북구 학정동로 45, 1층 (학정동)",35.9479212306,128.5671804085
팔공약국,"대구광역시 북구 구암로 137, 1층 (동천동)",35.932082935,128.5559184989
드림약국,"대구광역시 북구 동암로 90, C동 405호 (동천동, 세븐밸리)",35.9441378697,128.560322605
온누리참조은약국,"대구광역시 북구 관음중앙로 141-1, 1층 (읍내동)",35.9452969791,128.5479178081
건강약국,"대구광역시 북구  오봉로  136, 1층 (침산동)",35.899939193,128.5795634196
우리약국,"대구광역시 북구 신암로 27, 103호 (칠성동1가, 굿모닝메디타워)",35.8752590656,128.6054013225
한우리약국,"대구광역시 북구  침산로  144, 1층 (침산동)",35.8892590356,128.5915139494
하약국,"대구광역시 북구 검단로 114, 1층 (검단동)",35.9067674243,128.6201820686
희망약국,"대구광역시 북구 태전로1길 26, 1층 (태전동)",35.9201323617,128.5434454814
행복한약국,"대구광역시 북구 침산남로 155, 1층 (침산동)",35.8881682907,128.592832733
메디팜큰사랑약국,"대구광역시 북구 칠곡중앙대로 404, 1층 (태전동)",35.9317949523,128.5486077262
복현성모약국,"대구광역시 북구 동북로 268-1, 1층 (복현동)",35.8937107467,128.6196305345
노원건강한약국,"대구광역시 북구 팔달로 31, 1층 (노원동3가)",35.8917451068,128.5541849314
서울약국,"대구광역시 북구 학정로 436, 1층 (구암동)",35.9434732326,128.5641612178
보민약국,"대구광역시 북구 침산남로 50, 1층 (노원동1가)",35.8890655972,128.5815602118
이레약국,대구광역시 북구  복현로  88 (복현동),35.8993443834,128.622306642
새중앙약국,"대구광역시 북구 칠곡중앙대로 299, 1층 (태전동)",35.9222768822,128.5465135575
옵티마소망약국,"대구광역시 북구 팔달로 215-2, 1층 (노원동2가)",35.8881997492,128.5737296159
혜인약국,"대구광역시 북구 산격로 50, 1층 (산격동)",35.8951157834,128.6053997729
해오름약국,"대구광역시 북구 중앙대로 556, 1층 (침산동)",35.8822883958,128.5969339462
은혜온누리약국,"대구광역시 북구 학정로 419, 1층 (동천동)",35.9421118088,128.5630466183
동대구경북약국,"대구광역시 북구 대현로 96, 1층 (대현동)",35.8823226489,128.6095284498
가람대학약국,"대구광역시 북구 학정로109길 41, E동 1층 (학정동)",35.9544456523,128.5639672533
구주약국,대구광역시 북구 구암로15길 22 (읍내동),35.9344249549,128.5497787168
동산약국,대구광역시 북구 칠곡중앙대로 457 (관음동),35.9365955046,128.5487406064
국약국,대구광역시 북구 구암로 150 (구암동),35.9314836349,128.5571169195
해맑은약국,"대구광역시 북구 학정로 431, 1층 (동천동)",35.943311371,128.563263511
건강드림약국,대구광역시 북구 대천로 93 (동천동),35.9370997286,128.5594616534
경북정문약국,"대구광역시 북구 학정로 551-20, 1층 (학정동)",35.9544965778,128.565106732
홍익약국,대구광역시 북구 학정로 50 (태전동),35.9132329678,128.548076101
칠곡두산약국,대구광역시 북구 호국로 807-15 (학정동),35.9568052788,128.5661086918
라임약국,"대구광역시 북구 구암로65길 52, 1층 (구암동)",35.9417227732,128.5641820123
용약국,대구광역시 북구 동북로 168 (산격동),35.8990502141,128.6108447458
칠곡제일약국,대구광역시 북구 칠곡중앙대로 394 (태전동),35.9308803131,128.5484246821
박하약국,대구광역시 북구 대현로 88-1 (대현동),35.8824696416,128.6086327275
칠곡강남약국,"대구광역시 북구 칠곡중앙대로 385-1, 1층 (태전동)",35.9301720231,128.5476066883
메디팜일선약국,대구광역시 북구 동북로 288 (복현동),35.8925386374,128.6212532175
그린피스약국,"대구광역시 북구 대천로 87, 1층 (동천동)",35.9371805204,128.5588196638
칠곡종합약국,대구광역시 북구 구암로15길 29 (읍내동),35.9352426543,128.5495689693
송림약국,"대구광역시 북구 동북로 163, 201동 311호 (산격동, 산격대우아파트상가)",35.8989133854,128.6125190158
새복현약국,"대구광역시 북구 공항로 7, 1층 (복현동)",35.8981383431,128.6159287803
조은약국,대구광역시 북구 팔달로 225 (노원동2가),35.8880501157,128.5748258586
다나약국,대구광역시 북구 동북로 297 (복현동),35.8926843174,128.622603297
사랑약국,"대구광역시 북구 침산남로 23, 1층 (노원동1가)",35.8887598084,128.5787412031
우리들약국,대구광역시 북구 산격로8길 1 (산격동),35.8937758112,128.6053847843
칠곡사랑약국,대구광역시 북구 대천로 94 (동천동),35.9366551259,128.5593700338
건강한약국,대구광역시 북구 구암로 146 (구암동),35.9315375541,128.556433671
태전제일약국,대구광역시 북구 칠곡중앙대로 302 (태전동),35.9226086821,128.5471499625
무림약국,대구광역시 북구 원대로 76 (고성동3가),35.8842385241,128.5819374887
연합약국,대구광역시 북구 동북로 170 (산격동),35.8989722005,128.611004091
침산제일약국,대구광역시 북구 침산로 128 (침산동),35.8876629989,128.5918422385
다솔약국,대구광역시 북구 구암로 149 (동천동),35.9319792822,128.55713617
늘사랑약국,대구광역시 북구 공항로 10 (복현동),35.8976548369,128.6163205396
미소약국,대구광역시 북구 서변로 97 (서변동),35.9245770598,128.5965503008
수정약국,대구광역시 북구 고성로28길 2 (고성동2가),35.8812449351,128.5813552981
메이저 온누리약국,"대구광역시 북구 침산남로 154 (침산동, 103호)",35.8878456589,128.5922773355
하늘약국,대구광역시 북구 구리로34길 49 (국우동),35.9471212481,128.5771160125
다이온약국,대구광역시 북구 대현로 94 (대현동),35.8823386508,128.609262354
다우약국,대구광역시 북구 팔달로 143 (노원동3가),35.8893866404,128.5657266504
윤성약국,"대구광역시 북구 학정로 415 (동천동, 105호)",35.9418455247,128.562984193
종합약국,대구광역시 북구 연암로 172 (산격동),35.8997268157,128.5964450483
북구21세기약국,"대구광역시 북구 침산로 93, 319호,320호 (칠성동2가, 스펙트럼시티)",35.8852255663,128.589789906
약손약국,"대구광역시 북구 학정로 38, 1층 (태전동)",35.9132519622,128.5468752219
참사랑약국,"대구광역시 북구 연암로 135-2, 1층 (산격동)",35.8968078173,128.5949487537
손자경약국,"대구광역시 북구 동북로 163 (산격동, 대구A201/202)",35.8989133854,128.6125190158
편한약국,대구광역시 북구 원대로 42 (고성동2가),35.8811768909,128.5810205366
가람약국,대구광역시 북구 칠곡중앙대로 443 (관음동),35.9353617417,128.5485599648
동남약국,대구광역시 북구 검단로 112-1 (검단동),35.9066771986,128.6200568366
형우당약국,"대구광역시 북구 팔달로 189, 1층 (노원동2가)",35.8886096539,128.5707376524
신세계약국,"대구광역시 북구 구암로 135, 1층 (동천동)",35.9320992483,128.5557097359
신종합약국,"대구광역시 북구 영송로 85, 205,206호 (태전동, 한신상가)",35.9327968173,128.5426125619
온누리푸른약국,"대구광역시 북구 칠곡중앙대로 504-1, 1층 (읍내동)",35.9405909377,128.5505093664
유한약국,"대구광역시 북구 침산남로19길 10, 113호 (침산동, 현대그린상가)",35.8901255014,128.5870461101
온누리옥산약국,대구광역시 북구 호암로 30 (칠성동2가),35.8823350396,128.5938774736
산격현대약국,대구광역시 북구 동북로 172 (산격동),35.8989006616,128.6112315703
한솔약국,대구광역시 북구 칠곡중앙대로 428 (읍내동),35.9338591673,128.5489450604
칠곡우리약국,대구광역시 북구 동암로 6 (읍내동),35.9468212871,128.5521779651
세계약국,대구광역시 북구 동북로 198 (산격동),35.897889165,128.6138662577
정약국,"대구광역시 북구 칠성남로36길 6, 1층 (칠성동2가)",35.8764831957,128.5987256063
하나온누리약국,"대구광역시 북구 동북로 163, 201동 212호 (산격동, 대우아파트)",35.8989133854,128.6125190158
프라자약국,대구광역시 북구 칠성남로 226-2 (칠성동1가),35.8759389626,128.6049169029
건강백세약국,대구광역시 북구 동북로 146 (산격동),35.9001348731,128.6087776466
프라임약국,대구광역시 북구 침산로 138 (침산동),35.8888083987,128.5918724778
칠곡경북약국,대구광역시 북구 칠곡중앙대로 386-1 (태전동),35.9302128794,128.548337651
효민약국,"대구광역시 북구 태전로 3, 1층 (태전동)",35.9207172886,128.5458268922
메디팜녹색약국,대구광역시 북구 칠곡중앙대로 349 (태전동),35.9268728956,128.5472260656
한양온누리약국,"대구광역시 북구 구암로 17, 107호 (관음동, 한양수정아파트상가)",35.9366389327,128.54293422
유성약국,대구광역시 북구 동북로 311 (복현동),35.8921334808,128.6239810152
온누리낙원약국,대구광역시 북구 칠곡중앙대로 497 (관음동),35.9400696939,128.5496810515
동신약국,대구광역시 북구 침산남로7길 6-1 (노원동1가),35.8894914591,128.5796104356
메디팜보령약국,대구광역시 북구 관음중앙로28길 7 (관음동),35.9444531778,128.5471891138
동서당약국,"대구광역시 북구 경진로1길 42, 1층 (복현동)",35.8949370906,128.6171778491
현대약국,대구광역시 북구 대현로 99 (대현동),35.8825823681,128.6099041033
대일약국,대구광역시 북구 고성로 152 (고성동2가),35.8809754568,128.5823500527
대영약국,대구광역시 북구 칠성남로 49-9 (고성동2가),35.8798888615,128.5859021932
세운약국,대구광역시 북구 노원로 22 (노원동3가),35.8912766427,128.5654822461
인화약국,"대구광역시 북구  매전로  14, 1층 (매천동)",35.9084951856,128.5435775135
백약국,대구광역시 북구 팔달로 231 (노원동2가),35.8879485321,128.5753223969
한국약국,"대구광역시 북구 칠성시장로 26, 1층 (칠성동1가)",35.8765665474,128.6043008772
동대구약국,대구광역시 북구 대현로 91 (대현동),35.8828036241,128.6092096419
대양약국,"대구광역시 북구 태전로7길 2-1, 1층 (태전동)",35.9233600134,128.5440248224
산격약국,대구광역시 북구 연암로 98-2 (산격동),35.8932955952,128.5945846977
다사진약국,"대구광역시 달성군 다사읍 다사역로 60, 상가동 106호 (다사 e-편한세상)",35.86869819,128.4565055
호호약국,"대구광역시 달성군 현풍읍 테크노상업로2길 8-7, 102호",35.69130439,128.4542851
시온동산약국,"대구광역시 달성군 다사읍 다사역로 39, 101호",35.86558504,128.4574399
아빠곰약국,"대구광역시 달성군 현풍읍 테크노상업로 62, 118호",35.69319846,128.45634
설화약국,"대구광역시 달성군 화원읍 비슬로 2463, 102호",35.79811723,128.4878973
타워약국,"대구광역시 달성군 현풍읍 테크노상업로 52, 105호",35.69309236,128.4557979
나은약국,대구광역시 달성군 다사읍 매곡로12길 31,35.86501331,128.4560968
김하나약국,"대구광역시 달성군 다사읍 왕선로 12, 1층",35.86035932,128.4639536
정성약국,"대구광역시 달성군 구지면 과학마을로 50, 동일빌딩 1층 103호",35.6555863,128.4188295
해맑은약국,"대구광역시 달성군 유가읍 테크노상업로 110, 107호",35.6932326,128.4615554
요셉약국,대구광역시 달성군 다사읍 대실역북로 12,35.85780674,128.4667399
한솔약국,"대구광역시 달성군 현풍읍 현풍중앙로 28, 1층",35.69183706,128.4468521
새봄약국,"대구광역시 달성군 화원읍 비슬로 2593, 화원메디빌 104호",35.80455655,128.5001079
마음약국,"대구광역시 달성군 현풍읍 테크노상업로 46, 104호",35.69261863,128.4547456
광장약국,대구광역시 달성군 다사읍 달구벌대로 871,35.85854395,128.4649062
마디약국,대구광역시 달성군 현풍읍 현풍중앙로 66,35.695232,128.44528
미소약국,"대구광역시 달성군 다사읍 달구벌대로 863, 진광타워 108호",35.85895134,128.4644436
건강약국,대구광역시 달성군 현풍읍 비슬로122길 27-2,35.69358231,128.4453371
엠허브약국,대구광역시 달성군 현풍읍 테크노상업로 30,35.69171154,128.4538786
은행약국,대구광역시 달성군 다사읍 서재로20길 1,35.87167264,128.4972416
해오름약국,대구광역시 달성군 화원읍 비슬로 2490,35.79934025,128.4907925
인제약국,대구광역시 달성군 화원읍 비슬로 2574,35.80322087,128.4983513
경북대한약국,대구광역시 달성군 화원읍 비슬로 2545 (화원이진캐스빌),35.80391061,128.4950363
옥포바른약국,대구광역시 달성군 옥포읍 돌미상업로2길 1,35.78238504,128.4424154
동산온누리약국,대구광역시 달성군 화원읍 화암로 65,35.797797,128.495651
한사랑약국,"대구광역시 달성군 다사읍 달구벌대로 875, MA PLAZA",35.85821823,128.4652254
도담약국,"대구광역시 달성군 다사읍 세천남로 14, 2층",35.87316877,128.4773175
정다운약국,"대구광역시 달성군 다사읍 달구벌대로 874, 105호",35.8579514,128.4643049
논공우리약국,대구광역시 달성군 논공읍 논공로 758,35.72913246,128.4451265
다온약국,"대구광역시 달성군 구지면 과학마을로 42, 106호",35.65555317,128.4179899
테크노제일약국,"대구광역시 달성군 유가읍 테크노중앙대로 254, 하이젠스타 109,110호",35.69311911,128.45824
다정약국,대구광역시 달성군 다사읍 달구벌대로 873,35.85836309,128.4650602
연세약국,대구광역시 달성군 화원읍 비슬로 2527,35.80172525,128.4938499
세천푸른약국,대구광역시 달성군 다사읍 세천북로 5,35.87513733,128.4786582
바른손약국,대구광역시 달성군 구지면 과학마을로 46,35.65555217,128.4182771
동화약국,대구광역시 달성군 다사읍 서재로 31,35.86821036,128.493167
메가약국,"대구광역시 달성군 유가읍 테크노순환로12길 4, 111,112호",35.69339644,128.4704289
스마일약국,대구광역시 달성군 논공읍 논공로24길 6,35.72901847,128.4466955
엠스퀘어약국,"대구광역시 달성군 유가읍 테크노상업로 120, 321호 (테크노폴리스M스퀘어+)",35.69306516,128.4629024
화원동산약국,대구광역시 달성군 화원읍 비슬로 2585,35.80411776,128.4994192
명광온누리약국,대구광역시 달성군 가창면 가창로 1106,35.80322731,128.6223611
이레약국,대구광역시 달성군 가창면 가창로216길 61 (가창병원),35.80430271,128.6235534
명성약국,대구광역시 달성군 화원읍 비슬로 2606,35.80456801,128.5016792
오메가약국,대구광역시 달성군 다사읍 대실역남로 2,35.85712842,128.4650197
사랑모아약국,대구광역시 달성군 유가읍 테크노상업로 108,35.69324322,128.4611356
포산약국,대구광역시 달성군 유가읍 테크노상업로 112,35.69324922,128.4619201
우리온누리약국,대구광역시 달성군 화원읍 비슬로 2579-4,35.80391212,128.4990195
구지 봄약국,대구광역시 달성군 구지면 과학마을로 34,35.65554773,128.4169628
세천 현 약국,대구광역시 달성군 다사읍 세천로 161,35.87488488,128.4786789
중앙온누리약국,대구광역시 달성군 현풍읍 테크노상업로 20,35.69097353,128.4535871
비슬약국,대구광역시 달성군 유가읍 테크노상업로 98,35.69322918,128.4600969
수약국,대구광역시 달성군 옥포읍 돌미로 65,35.78066893,128.4409347
다나약국,대구광역시 달성군 다사읍 서재로7길 12,35.86871004,128.4922067
미르약국,대구광역시 달성군 옥포읍 돌미상업로1길 2,35.7822071,128.4417839
유가약국,대구광역시 달성군 유가읍 테크노상업로 100,35.69323663,128.4605057
동아약국,대구광역시 달성군 화원읍 비슬로 2717,35.80965198,128.5122343
은하약국,대구광역시 달성군 유가읍 비슬로64길 52-1,35.67294631,128.4488121
푸른약국,대구광역시 달성군 다사읍 서재로 117,35.87383637,128.4971111
유민약국,대구광역시 달성군 다사읍 달구벌대로 866-886,35.8607096,128.450104
효성약국,대구광역시 달성군 옥포읍 비슬로 2207,35.78885056,128.463127
하나로약국,대구광역시 달성군 화원읍 성천로 9 (달성하나로클럽),35.79929186,128.4871854
하리약국,대구광역시 달성군 현풍읍 현풍중앙로 62-1,35.69487974,128.4454769
죽곡탑약국,"대구광역시 달성군 다사읍 달구벌대로 878, 1층",35.8576077,128.4646129
튼튼약국,"대구광역시 달성군 다사읍 달구벌대로 881, 102호",35.85780152,128.4657655
중앙약국,대구광역시 달성군 논공읍 논공로 747,35.72908317,128.4462648
세명약국,대구광역시 달성군 논공읍 남리길 1,35.72705652,128.4483095
그린빌하나약국,대구광역시 달성군 화원읍 성암로1길 9,35.80190272,128.5095954
뉴한솔약국,대구광역시 달성군 다사읍 달구벌대로 893,35.85715853,128.4665478
홍익대학약국,대구광역시 달성군 화원읍 비슬로 2578,35.80337221,128.4988059
한일약국,대구광역시 달성군 현풍읍 현풍중앙로 42,35.69336275,128.4462087
대우약국,대구광역시 달성군 논공읍 논공로 210,35.7211404,128.4539686
연합약국,대구광역시 달성군 논공읍 논공로 760,35.72909702,128.4449605
행운약국,대구광역시 달성군 다사읍 달구벌대로 877,35.85808239,128.4653907
죽곡우리약국,대구광역시 달성군 다사읍 달구벌대로 864,35.85862957,128.4637442
수온누리약국,대구광역시 달성군 다사읍 서재로 134,35.87551224,128.4972545
행복한약국,대구광역시 달성군 현풍읍 비슬로130길 97,35.69525298,128.4444845
뉴그린빌동산약국,대구광역시 달성군 화원읍 성암로1길 19,35.80199215,128.509762
정이있는정약국,대구광역시 달성군 화원읍 비슬로 2571,35.80367272,128.4980665
태평온누리약국,대구광역시 달성군 화원읍 비슬로 2723,35.80982129,128.5126891
공단 약국,대구광역시 달성군 논공읍 논공로 756,35.72918597,128.4452815
장수약국,대구광역시 달성군 현풍읍 현풍로10길 24,35.69454399,128.4436519
참약국,대구광역시 달성군 논공읍 논공로9길 56,35.73069624,128.4414873
한빛약국,대구광역시 달성군 다사읍 서재로 120,35.87438409,128.4976129
명곡하나약국,대구광역시 달성군 화원읍 화암로 69,35.79792149,128.4960612
화원약국,대구광역시 달성군 화원읍 비슬로 2582,35.80355932,128.4993271
옥포우리약국,대구광역시 달성군 옥포읍 비슬로 2200-1,35.78812279,128.4625254
신세계약국,대구광역시 달성군 화원읍 명곡로 14,35.79844402,128.4961197
대실역동산약국,대구광역시 달성군 다사읍 달구벌대로 889,35.85737592,128.4662723
명곡서약국,"대구광역시 달성군 화원읍 명곡로 10, 106호, 204호 (명곡미래빌2단지 상가)",35.79697849,128.4952366
한영약국,대구광역시 달성군 화원읍 사문진로 441,35.80404676,128.4969845
삼성옵티마약국,대구광역시 달성군 다사읍 달구벌대로 805,35.86272001,128.4594829
온누리성주약국,대구광역시 달성군 다사읍 달구벌대로 800-2,35.86211902,128.4587265
논공약국,대구광역시 달성군 논공읍 비슬로 1787,35.77438612,128.4210021
무광온누리약국,대구광역시 달성군 현풍읍 현풍로 48,35.69546877,128.4446294
신광약국,대구광역시 달성군 화원읍 비슬로512길 59,35.80157712,128.4991487
시장약국,대구광역시 달성군 현풍읍 현풍로8길 19,35.69444733,128.4429773
