은행id,은행,지점명,주소,구군,읍면동,위도,경도,복지스코어,교통스코어,전체인구,65세이상,고령인구비율,동별지점수,포화도,클러스터,경로당수,복지회관수,버스정류장수,지하철역수,경유노선합
156,NH농협은행,대구중앙금융센터,"대구광역시 중구 남산2동 대구광역시 중구 달구벌대로 2090 1층, 15층",중구,남산2동,35.86539096,128.592076,3.375045048,8.19904314,7147,1230,3.201349230016027,2,1.629003257929678,4,7,0,16,2,34.305863822318685
157,NH농협은행,대구혁신도시지점,대구광역시 동구 혁신동 대구광역시 동구 이노밸리로 321,동구,혁신동,35.87815189,128.7321735,1.506482692,1.425750513,16805,2165,2.009473321474653,8,1.2894851088025572,3,0,0,13,0,14.656854249492381
158,NH농협은행,대명동지점,대구광역시 남구 대명10동 대구광역시 남구 대명로 117,남구,대명10동,35.83987279,128.5700371,3.282134588,7.253411684,8096,2676,7.565464174138716,2,1.738382099827883,5,6,0,13,2,30.05718368006914
159,NH농협은행,동인동지점,대구광역시 중구 동인동 대구광역시 중구 국채보상로 729,중구,동인동,35.86882689,128.610504,4.414682518,1.096568067,10616,2145,4.026426068267917,4,1.417045733956233,7,8,0,7,0,13.177852139501857
160,NH농협은행,동촌지점,대구광역시 동구 동촌동 대구광역시 동구 해동로 231,동구,동촌동,35.88483817,128.6539153,2.358879577,3.514309571,14179,4233,6.684189718302608,1,4.073718342758791,0,3,0,10,1,18.64911064067352
161,NH농협은행,두류지점,대구광역시 서구 내당1동 대구광역시 서구 달구벌대로 1797,서구,내당1동,35.85955487,128.5613962,3.899416623,6.181558802,9351,2442,5.654223656085304,2,1.8830295672485864,6,8,0,15,2,25.241396278214967
162,NH농협은행,만촌금융센터,대구광역시 수성구 만촌3동 대구광역시 수성구 달구벌대로 2598,수성구,만촌3동,35.85824151,128.6466174,2.559006823,7.6,21282,2545,1.754786176200554,2,3.2581601917875584,4,3,0,15,1,40.40150401079884
163,NH농협은행,매천시장지점,대구광역시 북구 관문동 대구광역시 북구 매천로18길 34,북구,관문동,35.90086265,128.5432494,2.293661874,4.8730633,32670,5712,3.2767994461595933,2,4.57070629456602,7,4,0,12,2,19.36238409690904
164,NH농협은행,메트로팔레스지점,대구광역시 수성구 만촌1동 대구광역시 수성구 화랑로 50 자삼빌딩1층,수성구,만촌1동,35.87031554,128.6335003,3.262172024,4.175808536,20597,4732,4.789122700150851,3,2.387893410453037,7,6,0,14,0,27.01274282829276
165,NH농협은행,범물지점,대구광역시 수성구 지산2동 대구광역시 수성구 지범로 182 1층,수성구,지산2동,35.82107641,128.6390981,7.775971648,6.781265981,18475,4718,5.49510985719283,2,2.934633943939021,1,21,0,13,1,33.327400714909885
166,NH농협은행,범어동지점,대구광역시 수성구 범어3동 대구광역시 수성구 동대구로 351 법무빌딩 1층,수성구,범어3동,35.86183389,128.6261193,3.750849951,3.500474719,17294,1956,1.5762418518632444,3,2.1340976150264326,7,5,0,7,1,18.58695126315066
167,NH농협은행,봉덕지점,대구광역시 남구 봉덕1동 대구광역시 남구 봉덕로 125,남구,봉덕1동,35.84470535,128.6041069,4.367369822,5.617162273,7906,2480,7.101384762285553,5,1.169750430292599,6,8,0,26,0,33.488681162590574
168,NH농협은행,북성로지점,대구광역시 중구 성내1동 대구광역시 중구 중앙대로 464-4 ( 북성로 1가 84-1 ),중구,성내1동,35.87436813,128.5949639,3.092427692,8.439723458,5094,912,3.3923485079554467,4,1.098821305630686,4,4,0,15,2,35.38722979890415
169,NH농협은행,서문시장지점,"대구광역시 중구 대신동 대구광역시 중구 국채보상로 456 NH농협은행 서문지장지점, 2층",중구,대신동,35.87023021,128.5805371,3.51751516,6.427524616,7382,1671,4.695997811055827,4,1.2306752520285222,4,5,0,12,1,31.73805647123167
170,NH농협은행,성당지점,대구광역시 남구 대명4동 대구광역시 남구 성당로 152,남구,대명4동,35.84799459,128.5690295,2.539287254,3.78391633,9402,3085,7.499026808377577,3,1.5276924022621097,0,3,0,11,0,25.251988549933298
171,NH농협은행,성서공단지점,대구광역시 달서구 이곡2동 대구광역시 달서구 성서로 329 2층,달서구,이곡2동,35.84681287,128.5064358,1.597842989,1.0,14451,3260,4.674746654553567,8,1.2216563959921318,3,0,0,5,0,8.660254037844386
172,NH농협은행,성서지점,대구광역시 달서구 이곡1동 대구광역시 달서구 이곡공원로 46,달서구,이곡1동,35.85502005,128.5123905,6.730465235,6.297220741,20168,3479,3.2123897042684746,3,2.354929923853578,1,12,0,20,0,36.544153660586375
173,NH농협은행,수성금융센터,대구광역시 수성구 수성2.3가동 대구광역시 수성구 달구벌대로 2340,수성구,수성2.3가동,35.85921726,128.6183983,6.033554607,4.161903823,10377,2099,4.032506893253274,5,1.283670395869191,1,11,0,12,1,21.55872285670129
174,NH농협은행,신천역지점,대구광역시 동구 신천1.2동 대구광역시 동구 동부로 17,동구,신천1.2동,35.8742933,128.6145846,6.393727779,2.815930069,11280,3648,7.369083468707716,1,3.4054585689697565,6,14,0,9,1,15.511322551933723
175,NH농협은행,안심지점,대구광역시 동구 안심4동 대구광역시 동구 반야월로 202,동구,안심4동,35.87196683,128.7104595,4.106748361,2.901840145,26642,5255,3.893972470407302,3,2.8523789034454143,7,6,0,8,0,21.288859421298852
176,NH농협은행,원대금융센터,대구광역시 서구 원대동 대구광역시 서구 달서천로83길 6,서구,원대동,35.88202064,128.5780262,4.17586892,5.674954192,10175,2669,5.686205045529899,1,3.1507407179739366,6,9,0,17,1,28.35679097340878
177,NH농협은행,장기동지점,대구광역시 달서구 장기동 대구광역시 달서구 용산로 84,달서구,장기동,35.84482891,128.5309928,4.163241562,4.804577751,15540,3069,3.900732003521529,2,2.5963548069830344,7,9,0,22,0,29.837774987560202
178,NH농협은행,정부대구지방합동청사<출>,대구광역시 달서구 진천동 대구광역시 달서구 화암로 301,달서구,진천동,35.80483867,128.5164768,3.873078554,1.421210483,49953,9711,3.815682519796134,5,3.108233956233096,7,5,0,10,0,14.636456095979161
179,NH농협은행,칠곡지점,대구광역시 북구 읍내동 대구광역시 북구 칠곡중앙대로 543,북구,읍내동,35.94408085,128.5505527,4.131346323,5.671693129,25202,5239,4.186928351897267,1,6.614672977624785,2,5,0,18,0,33.73368587456059
180,NH농협은행,칠성동지점,대구광역시 북구 칠성동 대구광역시 북구 칠성시장로 29,북구,칠성동,35.87666866,128.6035978,3.980271776,7.6,22699,4235,3.5999841728057085,3,2.5494068108403,4,6,0,24,1,51.23293178926464
181,NH농협은행,침산지점,대구광역시 북구 침산3동 대구광역시 북구 침산남로19길 2,북구,침산3동,35.8894265,128.5869152,10.0,2.745194497,18019,3852,4.349281671218559,2,2.88207677649373,1,17,1,13,0,20.58505747976789
182,NH농협은행,평리지점,대구광역시 서구 평리4동 대구광역시 서구 국채보상로 256,서구,평리4동,35.87090068,128.5590932,4.321367377,3.145905421,15549,4081,5.690365122874559,4,1.7013269916400295,0,3,0,10,0,22.38543386754906
183,NH농협은행,효목금융센터,대구광역시 동구 효목2동 대구광역시 동구 효목로 40,동구,효목2동,35.87683604,128.6400425,2.610432289,4.096761259,14055,3756,5.8219014086698,3,1.8852194492254728,0,4,0,13,0,26.657586921875698
184,신한은행,경북대학교,대구 북구 산격동 대학로 80,북구,대현동,35.88909749,128.6143223,3.105214656,1.0,15719,4215,5.846994448843874,4,1.7111238320629458,0,4,0,5,0,11.180339887498949
185,신한은행,대구3공단금융센터,대구 북구 노원동3가 노원로 131,북구,노원동,35.8975226,128.5750295,2.04852263,1.702325845,11171,3107,6.122009185744536,4,1.4490295365134007,0,1,0,10,0,15.899494936611667
186,신한은행,대구법원,대구 수성구 범어동 동대구로 364,수성구,범어2동,35.86229387,128.6289029,2.914587408,1.914866401,14124,2568,3.469035618126398,6,1.3478915662650603,3,3,0,6,0,16.85443021411382
187,신한은행,대구위브더제니스,대구 수성구 범어동 달구벌대로 2435,수성구,범어2동,35.86098925,128.628268,3.040703261,4.059196783,14124,2568,3.469035618126398,6,1.3478915662650603,7,3,0,7,1,21.09726468713781
188,신한은행,대구죽전역,대구 달서구 감삼동 달구벌대로 1530,달서구,감삼동,35.84933926,128.5339189,4.171191933,6.550740562,30856,4806,2.7511355049375297,3,3.176174083323088,4,6,0,15,2,26.90011353159513
189,신한은행,대구지방법원등기국(출),대구 동구 효목동 동부로 212,동구,효목2동,35.87893295,128.6355517,2.470275662,1.526549352,14055,3756,5.8219014086698,3,1.8852194492254728,0,2,0,7,0,15.10973895775431
190,신한은행,대신동,대구 중구 대신동 달성로 37,중구,대신동,35.86846404,128.5818726,3.700852795,10.0,7382,1671,4.695997811055827,4,1.2306752520285222,4,5,0,19,3,43.26212295980711
191,신한은행,삼성창조캠퍼스,대구 북구 침산동 호암로 51,북구,침산2동,35.88368682,128.5959754,5.568170133,3.939637727,17970,2779,2.7205839045869933,2,2.876429186132284,7,12,0,14,0,25.951637868652274
192,신한은행,성서,대구 달서구 이곡동 계대동문로 126,달서구,이곡2동,35.85507288,128.5062352,4.800804201,7.411797299,14451,3260,4.674746654553567,8,1.2216563959921318,4,7,0,18,1,36.160349928203956
193,신한은행,성서공단기업금융1센터,대구 달서구 호산동 달서대로 463,달서구,신당동,35.84067822,128.4913112,1.003520527,1.0,28366,5444,3.7472918008807294,6,1.8950547087072784,3,0,0,4,0,8.898979485566356
194,신한은행,성서공단기업금융2센터,대구 달서구 호산동 달서대로 463,달서구,신당동,35.84067822,128.4913112,1.003520527,1.0,28366,5444,3.7472918008807294,6,1.8950547087072784,3,0,0,4,0,8.898979485566356
195,신한은행,시지,대구 수성구 신매동 달구벌대로 3218,수성구,고산1동,35.83935146,128.708263,8.578037446,5.220533453,31453,5172,2.990231297969286,4,2.617850227440374,1,17,1,11,1,26.315098775445296
196,신한은행,신한PWM대구센터,대구 중구 봉산동 달구벌대로 2125,중구,성내1동,35.86531397,128.5962609,2.858009777,8.496927403,5094,912,3.3923485079554467,4,1.098821305630686,4,4,0,14,2,35.64424458654916
197,신한은행,월배,대구 달서구 진천동 월배로 92,달서구,진천동,35.8139176,128.5246904,6.219343333,4.249665451,49953,9711,3.815682519796134,5,3.108233956233096,1,14,0,11,1,21.95303195313028
198,신한은행,칠곡,대구 북구 동천동 학정로 431,북구,동천동,35.94331137,128.5632635,5.245042977,7.6,25204,3301,2.068436201729153,3,2.7418859109140645,4,9,0,25,1,51.7856478052099
199,신한은행,한국교육학술정보원,대구 동구 동내동 동내로 64,동구,혁신동,35.87630255,128.7357103,1.545873745,1.0,16805,2165,2.009473321474653,8,1.2894851088025572,3,1,0,8,0,9.242640687119284
200,신한은행,황금네거리,대구 수성구 두산동 동대구로 95,수성구,두산동,35.83790579,128.6226467,2.953322846,3.310676555,14782,2511,3.13988375746114,2,2.5089900417998527,7,3,0,8,1,17.734196541270045
201,우리은행,대구3공단지점,대구 서구 비산동 팔달로,서구,비산7동,35.88969033,128.5570703,1.981367681,8.8,8379,2755,7.517661552149764,2,1.7709998155888862,5,1,0,14,2,43.18599094922125
202,우리은행,대구중동지점,대구 수성구 중동 수성로,수성구,중동,35.8389995,128.6097648,3.582130422,3.633760414,14508,2676,3.541529015240414,3,1.920027046963364,7,4,0,14,0,24.577344683945594
203,우리은행,대구테크노폴리스지점,대구 달성군 유가읍 테크노상업로,달성군,현풍읍,35.69354894,128.4566612,6.019275225,1.648321152,21426,3969,3.563352438859856,2,3.27475719203344,7,4,1,12,0,15.656854249492381
204,우리은행,대구혁신도시금융센터,대구 동구 신서동 이노밸리로,동구,혁신동,35.87868385,128.7164385,2.800573152,2.261866133,16805,2165,2.009473321474653,8,1.2894851088025572,3,5,0,13,0,18.413484604514082
205,우리은행,명덕금융센터,대구 남구 대명동 중앙대로,남구,대명5동,35.84254008,128.5893457,2.343901454,2.2,7424,1545,4.193222733768787,3,1.37570690934657,3,2,0,5,1,10.5991490782039
206,우리은행,범물동지점,대구 수성구 범물동 지범로,수성구,범물1동,35.82265377,128.6442296,6.90029867,5.971794615,9928,4159,10.0,2,1.949532825178264,5,14,0,10,1,29.690481815613992
207,우리은행,범어동지점,대구 수성구 범어동 달구벌대로,수성구,고산2동,35.84992033,128.6668201,1.194185536,1.940714093,25996,5025,3.785278725414392,2,3.801481435947873,3,0,0,4,0,16.97056274847714
208,우리은행,상인동지점,대구 달서구 상인동 월배로,달서구,상인1동,35.81986152,128.5407751,4.703792386,4.548754573,32705,6628,4.043136210795159,5,2.3130532333415297,7,7,0,10,1,23.296826099971096
209,우리은행,성당동지점,대구 남구 대명동 월배로,남구,대명11동,35.83635647,128.55654,3.317685113,7.6,7366,2610,8.220965614509108,1,2.5032271944922546,5,5,0,25,1,47.013356600402965
210,우리은행,성서금융센터,대구 달서구 이곡동 성서로,달서구,이곡1동,35.85094017,128.5080524,3.383603836,4.133682778,20168,3479,3.2123897042684746,3,2.354929923853578,7,5,0,11,1,21.431926954834974
211,우리은행,신암동금융센터,대구 동구 신암동 아양로,동구,신암4동,35.88554268,128.6322611,6.401761702,5.875090157,18373,3784,4.133877597458313,2,2.922877735431522,1,8,1,14,1,29.255992976535254
212,우리은행,신용보증기금지점,대구 동구 신서동 첨단로,동구,혁신동,35.88186039,128.7312975,1.097298564,1.37174582,16805,2165,2.009473321474653,8,1.2894851088025572,3,0,0,14,0,14.414213562373096
213,우리은행,유통단지지점,대구 북구 산격동 유통단지로,북구,산격2동,35.90722008,128.609657,2.344939703,5.137285856,9645,2523,5.6662823219945295,4,1.361088486599459,6,2,0,15,0,31.332617731426488
214,우리은행,칠곡지점,대구 북구 동천동 팔거천동로,북구,동천동,35.93384793,128.5588893,6.933419226,8.8,25204,3301,2.068436201729153,3,2.7418859109140645,1,18,0,24,2,38.50153313645812
215,우리은행,평리동지점,대구 서구 평리동 서대구로,서구,상중이동,35.86360228,128.5532717,5.772490071,3.248939738,17434,4650,5.807697414556659,2,2.8146514629948367,6,9,0,14,0,22.848362474942682
216,하나은행,대구,"대구광역시 중구 국채보상로 648 1,2층",중구,동인동,35.86935,128.6011,2.662699389,6.4,10616,2145,4.026426068267917,4,1.417045733956233,4,3,0,17,0,37.189958727728495
217,하나은행,대구3공단금융센터,대구광역시 북구 오봉로 8,북구,노원동,35.8883877,128.5765139,3.667724461,6.660960078,11171,3107,6.122009185744536,4,1.4490295365134007,6,6,0,15,1,32.786871636183214
218,하나은행,대구강북금융센터,대구광역시 북구 학정로 426,북구,구암동,35.94269131,128.5639889,5.578105205,6.4,31074,4860,2.768904529215868,4,2.5960090361445785,1,10,0,23,0,47.68927148803259
219,하나은행,대구대신금융센터,대구광역시 중구 달구벌대로 1935,중구,대신동,35.86337179,128.575975,5.213680735,3.748244434,7382,1671,4.695997811055827,4,1.2306752520285222,7,13,0,11,1,19.700169592637543
220,하나은행,대구범어금융센터,대구광역시 수성구 달구벌대로 2367 상가,수성구,수성4가동,35.85974531,128.6218608,4.88573942,4.387768694,13129,3360,5.510256538212184,1,3.831678755839685,6,9,0,10,1,22.573523692087313
221,하나은행,대구성서금융센터,대구광역시 달서구 성서로 399,달서구,이곡2동,35.85318837,128.506782,4.191126121,7.457243278,14451,3260,4.674746654553567,8,1.2216563959921318,4,6,0,17,1,36.36453669077242
222,하나은행,대구죽전,대구광역시 달서구 달구벌대로 1542,달서구,감삼동,35.84956319,128.5357182,3.961981366,4.742666266,30856,4806,2.7511355049375297,3,3.176174083323088,7,6,0,13,1,24.168062724026257
223,하나은행,대구중앙,대구광역시 중구 달구벌대로 2108 하나은행(대구중앙지점),중구,남산1동,35.86502935,128.5941603,3.145181177,7.661710084,5097,1033,4.04335912210593,2,1.3927265183181707,4,4,0,14,2,31.891650259945585
224,하나은행,대구혁신도시,대구광역시 동구 이노밸리로 309,동구,혁신동,35.8782852,128.7310092,1.591350169,1.74051293,16805,2165,2.009473321474653,8,1.2894851088025572,3,0,0,14,0,16.071067811865476
225,하나은행,가스공사,대구광역시 동구 첨단로 120 한국가스공사,동구,혁신동,35.88680623,128.7298509,1.026263956,1.0,16805,2165,2.009473321474653,8,1.2894851088025572,3,0,0,4,0,4.0
226,하나은행,달성,대구광역시 달성군 논공중앙로34길 1,달성군,논공읍,35.72969159,128.4540414,1.855291421,1.0,4224,1380,7.4599913481525455,5,1.0,0,1,0,8,0,12.58505747976789
227,하나은행,동성로,대구광역시 중구 중앙대로 394,중구,성내1동,35.86832614,128.593973,2.362822421,10.0,5094,912,3.3923485079554467,4,1.098821305630686,4,1,0,18,3,46.40721668095249
228,하나은행,범어역,대구광역시 수성구 동대구로 330,수성구,범어2동,35.85972754,128.6273453,3.279046576,4.779905099,14124,2568,3.469035618126398,6,1.3478915662650603,7,4,0,8,1,24.3353751454488
229,하나은행,본리동,대구광역시 달서구 구마로 184,달서구,본동,35.83684663,128.5478683,5.391783527,5.064929226,11812,3068,5.615310833578877,2,2.1666769117285467,6,9,0,17,0,31.007522603340814
230,하나은행,봉덕,대구광역시 남구 중앙대로 146,남구,봉덕1동,35.84617468,128.5908774,2.653634624,4.368172298,7906,2480,7.101384762285553,5,1.169750430292599,0,3,0,8,2,17.09393124541988
231,하나은행,상인동,대구광역시 달서구 월배로 219 상인동 CENTRO TOWER,달서구,상인1동,35.81910471,128.5370819,5.140555366,5.93582664,32705,6628,4.043136210795159,5,2.3130532333415297,1,8,0,13,1,29.528879299707903
232,하나은행,성서공단,대구광역시 달서구 달구벌대로 1130,달서구,신당동,35.85098403,128.4911764,2.004564879,4.208169246,28366,5444,3.7472918008807294,6,1.8950547087072784,7,2,0,8,1,21.76659134730081
233,하나은행,수성동,대구광역시 수성구 명덕로 368 우방한가람타운,수성구,수성1가동,35.85433928,128.6107288,6.479364599,6.108762122,17148,4021,4.919847517156792,2,2.7816879763953777,1,13,0,14,2,24.914324030304247
234,하나은행,시지,대구광역시 수성구 달구벌대로 3188 아레나스포츠센터,수성구,고산1동,35.84032058,128.7052157,6.83811181,4.288666281,31453,5172,2.990231297969286,4,2.617850227440374,1,13,0,8,1,22.12826095152907
235,하나은행,진천동,대구광역시 달서구 월배로 80,달서구,진천동,35.81365256,128.5239231,6.317699433,4.249665451,49953,9711,3.815682519796134,5,3.108233956233096,1,15,0,11,1,21.95303195313028
236,하나은행,황금동,대구광역시 수성구 청수로 214,수성구,황금1동,35.8391364,128.6305135,5.621830989,1.43467208,21494,3483,2.924381134452015,2,3.2825946643717727,7,5,1,6,0,14.696938456699069
